frame_number,timestamp,track_id,class_name,confidence,x1,y1,x2,y2,center_x,center_y,bottom_center_x,bottom_center_y
100,3.960,255,person,0.6302,1443,559,1491,688,1467.0,623.5,1467.0,688.0
100,3.960,244,person,0.4191,870,380,902,441,886.0,410.5,886.0,441.0
100,3.960,15,person,0.6335,978,414,1025,521,1001.5,467.5,1001.5,521.0
101,4.000,2,person,0.8527,1231,763,1324,909,1277.5,836.0,1277.5,909.0
101,4.000,6,person,0.9076,1664,706,1737,860,1700.5,783.0,1700.5,860.0
101,4.000,11,person,0.3234,388,394,431,471,409.5,432.5,409.5,471.0
101,4.000,12,person,0.7339,1200,450,1252,560,1226.0,505.0,1226.0,560.0
101,4.000,89,person,0.7787,1053,712,1121,868,1087.0,790.0,1087.0,868.0
101,4.000,136,person,0.6812,1260,418,1308,528,1284.0,473.0,1284.0,528.0
101,4.000,158,person,0.6358,819,358,865,450,842.0,404.0,842.0,450.0
101,4.000,55,person,0.6466,988,560,1057,682,1022.5,621.0,1022.5,682.0
101,4.000,175,person,0.6858,501,477,563,582,532.0,529.5,532.0,582.0
101,4.000,8,person,0.3585,637,462,712,576,674.5,519.0,674.5,576.0
101,4.000,189,person,0.8599,204,684,271,836,237.5,760.0,237.5,836.0
101,4.000,1,person,0.8308,1488,592,1555,723,1521.5,657.5,1521.5,723.0
101,4.000,255,person,0.5836,1444,558,1491,683,1467.5,620.5,1467.5,683.0
101,4.000,244,person,0.5501,873,380,904,442,888.5,411.0,888.5,442.0
101,4.000,15,person,0.6923,985,415,1032,520,1008.5,467.5,1008.5,520.0
101,4.000,242,person,0.5892,650,463,685,547,667.5,505.0,667.5,547.0
101,4.000,236,person,0.5146,1625,353,1691,443,1658.0,398.0,1658.0,443.0
102,4.040,2,person,0.7929,1228,763,1323,913,1275.5,838.0,1275.5,913.0
102,4.040,6,person,0.8440,1677,708,1747,860,1712.0,784.0,1712.0,860.0
102,4.040,11,person,0.2707,391,394,433,468,412.0,431.0,412.0,468.0
102,4.040,12,person,0.7231,1206,453,1258,561,1232.0,507.0,1232.0,561.0
102,4.040,89,person,0.7783,1059,711,1128,871,1093.5,791.0,1093.5,871.0
102,4.040,136,person,0.6516,1266,417,1313,526,1289.5,471.5,1289.5,526.0
102,4.040,158,person,0.7024,823,359,866,449,844.5,404.0,844.5,449.0
102,4.040,55,person,0.6107,989,561,1053,678,1021.0,619.5,1021.0,678.0
102,4.040,175,person,0.8235,510,476,573,582,541.5,529.0,541.5,582.0
102,4.040,8,person,0.2883,644,463,717,575,680.5,519.0,680.5,575.0
102,4.040,189,person,0.8868,210,681,279,835,244.5,758.0,244.5,835.0
102,4.040,1,person,0.8253,1496,591,1563,721,1529.5,656.0,1529.5,721.0
102,4.040,255,person,0.5981,1447,556,1496,687,1471.5,621.5,1471.5,687.0
102,4.040,244,person,0.5143,873,382,906,445,889.5,413.5,889.5,445.0
102,4.040,15,person,0.6801,992,414,1040,518,1016.0,466.0,1016.0,518.0
102,4.040,242,person,0.5122,651,462,691,559,671.0,510.5,671.0,559.0
102,4.040,236,person,0.6151,1637,347,1703,441,1670.0,394.0,1670.0,441.0
103,4.080,2,person,0.7849,1223,765,1318,914,1270.5,839.5,1270.5,914.0
103,4.080,6,person,0.8575,1690,709,1758,858,1724.0,783.5,1724.0,858.0
103,4.080,11,person,0.4745,390,393,440,478,415.0,435.5,415.0,478.0
103,4.080,12,person,0.6666,1211,453,1265,561,1238.0,507.0,1238.0,561.0
103,4.080,89,person,0.7833,1062,708,1132,872,1097.0,790.0,1097.0,872.0
103,4.080,136,person,0.5708,1272,417,1319,526,1295.5,471.5,1295.5,526.0
103,4.080,158,person,0.7159,826,359,869,449,847.5,404.0,847.5,449.0
103,4.080,55,person,0.5984,991,563,1054,682,1022.5,622.5,1022.5,682.0
103,4.080,175,person,0.6750,518,474,582,582,550.0,528.0,550.0,582.0
103,4.080,189,person,0.8926,215,680,286,835,250.5,757.5,250.5,835.0
103,4.080,1,person,0.8466,1502,592,1571,721,1536.5,656.5,1536.5,721.0
103,4.080,255,person,0.6110,1452,556,1500,688,1476.0,622.0,1476.0,688.0
103,4.080,15,person,0.6618,997,411,1047,518,1022.0,464.5,1022.0,518.0
103,4.080,242,person,0.7360,655,460,699,566,677.0,513.0,677.0,566.0
103,4.080,236,person,0.5474,1650,348,1712,441,1681.0,394.5,1681.0,441.0
103,4.080,275,person,0.5590,1228,763,1280,916,1254.0,839.5,1254.0,916.0
104,4.120,6,person,0.8701,1702,710,1768,859,1735.0,784.5,1735.0,859.0
104,4.120,11,person,0.5708,394,390,447,481,420.5,435.5,420.5,481.0
104,4.120,12,person,0.7614,1218,455,1272,560,1245.0,507.5,1245.0,560.0
104,4.120,89,person,0.7800,1069,707,1137,869,1103.0,788.0,1103.0,869.0
104,4.120,136,person,0.7196,1278,420,1322,525,1300.0,472.5,1300.0,525.0
104,4.120,158,person,0.6056,831,359,872,447,851.5,403.0,851.5,447.0
104,4.120,55,person,0.5767,995,564,1056,681,1025.5,622.5,1025.5,681.0
104,4.120,175,person,0.7909,528,474,590,580,559.0,527.0,559.0,580.0
104,4.120,189,person,0.8240,218,673,291,831,254.5,752.0,254.5,831.0
104,4.120,1,person,0.7673,1509,589,1580,721,1544.5,655.0,1544.5,721.0
104,4.120,255,person,0.6981,1461,558,1510,689,1485.5,623.5,1485.5,689.0
104,4.120,15,person,0.7551,1003,410,1054,518,1028.5,464.0,1028.5,518.0
104,4.120,242,person,0.6979,658,457,704,567,681.0,512.0,681.0,567.0
104,4.120,236,person,0.6532,1661,345,1723,441,1692.0,393.0,1692.0,441.0
104,4.120,275,person,0.7872,1228,764,1281,917,1254.5,840.5,1254.5,917.0
105,4.160,6,person,0.8421,1710,708,1777,859,1743.5,783.5,1743.5,859.0
105,4.160,11,person,0.6327,398,386,455,484,426.5,435.0,426.5,484.0
105,4.160,12,person,0.5549,1223,453,1278,559,1250.5,506.0,1250.5,559.0
105,4.160,89,person,0.7448,1076,707,1143,870,1109.5,788.5,1109.5,870.0
105,4.160,136,person,0.7011,1284,420,1327,523,1305.5,471.5,1305.5,523.0
105,4.160,158,person,0.6501,835,359,875,446,855.0,402.5,855.0,446.0
105,4.160,55,person,0.6501,1000,564,1063,682,1031.5,623.0,1031.5,682.0
105,4.160,175,person,0.8380,535,472,600,582,567.5,527.0,567.5,582.0
105,4.160,189,person,0.8653,219,668,294,827,256.5,747.5,256.5,827.0
105,4.160,1,person,0.7142,1514,590,1586,719,1550.0,654.5,1550.0,719.0
105,4.160,255,person,0.5847,1464,556,1513,689,1488.5,622.5,1488.5,689.0
105,4.160,15,person,0.7551,1011,408,1064,521,1037.5,464.5,1037.5,521.0
105,4.160,242,person,0.8063,662,455,709,568,685.5,511.5,685.5,568.0
105,4.160,236,person,0.5548,1674,347,1732,441,1703.0,394.0,1703.0,441.0
105,4.160,2,person,0.8329,1208,764,1301,915,1254.5,839.5,1254.5,915.0
106,4.200,6,person,0.8233,1720,707,1786,859,1753.0,783.0,1753.0,859.0
106,4.200,11,person,0.5568,402,385,460,484,431.0,434.5,431.0,484.0
106,4.200,12,person,0.5915,1228,451,1282,556,1255.0,503.5,1255.0,556.0
106,4.200,89,person,0.7495,1081,707,1147,869,1114.0,788.0,1114.0,869.0
106,4.200,136,person,0.7298,1289,419,1331,522,1310.0,470.5,1310.0,522.0
106,4.200,158,person,0.5274,839,355,880,445,859.5,400.0,859.5,445.0
106,4.200,55,person,0.6353,1001,563,1066,685,1033.5,624.0,1033.5,685.0
106,4.200,175,person,0.7862,544,473,608,583,576.0,528.0,576.0,583.0
106,4.200,189,person,0.8682,220,661,296,825,258.0,743.0,258.0,825.0
106,4.200,1,person,0.7535,1516,589,1588,716,1552.0,652.5,1552.0,716.0
106,4.200,255,person,0.5552,1467,552,1515,681,1491.0,616.5,1491.0,681.0
106,4.200,15,person,0.6092,1018,406,1072,521,1045.0,463.5,1045.0,521.0
106,4.200,242,person,0.8088,666,452,715,570,690.5,511.0,690.5,570.0
106,4.200,236,person,0.6442,1684,341,1743,439,1713.5,390.0,1713.5,439.0
106,4.200,284,person,0.4647,1227,450,1268,551,1247.5,500.5,1247.5,551.0
106,4.200,2,person,0.7887,1204,759,1298,912,1251.0,835.5,1251.0,912.0
107,4.240,6,person,0.8099,1730,705,1795,858,1762.5,781.5,1762.5,858.0
107,4.240,11,person,0.5573,408,384,466,482,437.0,433.0,437.0,482.0
107,4.240,12,person,0.5991,1231,447,1285,554,1258.0,500.5,1258.0,554.0
107,4.240,89,person,0.7464,1086,707,1151,869,1118.5,788.0,1118.5,869.0
107,4.240,136,person,0.8231,1293,418,1336,523,1314.5,470.5,1314.5,523.0
107,4.240,158,person,0.4309,843,352,882,439,862.5,395.5,862.5,439.0
107,4.240,55,person,0.5561,998,563,1061,684,1029.5,623.5,1029.5,684.0
107,4.240,175,person,0.8574,552,474,616,584,584.0,529.0,584.0,584.0
107,4.240,189,person,0.8253,224,656,298,819,261.0,737.5,261.0,819.0
107,4.240,1,person,0.8258,1518,587,1589,716,1553.5,651.5,1553.5,716.0
107,4.240,255,person,0.5527,1469,549,1517,681,1493.0,615.0,1493.0,681.0
107,4.240,15,person,0.5733,1022,406,1077,523,1049.5,464.5,1049.5,523.0
107,4.240,242,person,0.7073,669,451,719,571,694.0,511.0,694.0,571.0
107,4.240,236,person,0.6881,1695,337,1753,437,1724.0,387.0,1724.0,437.0
107,4.240,2,person,0.8204,1201,755,1297,913,1249.0,834.0,1249.0,913.0
107,4.240,289,person,0.4836,843,352,873,428,858.0,390.0,858.0,428.0
107,4.240,290,person,0.5093,841,351,900,442,870.5,396.5,870.5,442.0
107,4.240,292,person,0.4872,998,562,1054,672,1026.0,617.0,1026.0,672.0
108,4.280,6,person,0.7829,1740,704,1805,858,1772.5,781.0,1772.5,858.0
108,4.280,11,person,0.4558,409,384,463,476,436.0,430.0,436.0,476.0
108,4.280,12,person,0.7170,1233,444,1286,552,1259.5,498.0,1259.5,552.0
108,4.280,89,person,0.6988,1096,710,1161,872,1128.5,791.0,1128.5,872.0
108,4.280,136,person,0.7624,1299,418,1343,524,1321.0,471.0,1321.0,524.0
108,4.280,158,person,0.6321,844,348,884,436,864.0,392.0,864.0,436.0
108,4.280,55,person,0.6254,1000,563,1063,684,1031.5,623.5,1031.5,684.0
108,4.280,175,person,0.8473,561,476,625,583,593.0,529.5,593.0,583.0
108,4.280,189,person,0.8614,227,651,301,815,264.0,733.0,264.0,815.0
108,4.280,1,person,0.8416,1521,586,1591,716,1556.0,651.0,1556.0,716.0
108,4.280,255,person,0.6849,1470,545,1518,674,1494.0,609.5,1494.0,674.0
108,4.280,15,person,0.6216,1030,405,1083,519,1056.5,462.0,1056.5,519.0
108,4.280,242,person,0.7179,673,452,723,571,698.0,511.5,698.0,571.0
108,4.280,236,person,0.6513,1707,337,1763,438,1735.0,387.5,1735.0,438.0
108,4.280,2,person,0.8508,1195,753,1292,910,1243.5,831.5,1243.5,910.0
108,4.280,290,person,0.6028,839,347,899,439,869.0,393.0,869.0,439.0
108,4.280,292,person,0.2056,999,560,1058,677,1028.5,618.5,1028.5,677.0
109,4.320,6,person,0.7961,1749,704,1813,857,1781.0,780.5,1781.0,857.0
109,4.320,11,person,0.6291,413,385,465,474,439.0,429.5,439.0,474.0
109,4.320,12,person,0.7811,1237,443,1289,551,1263.0,497.0,1263.0,551.0
109,4.320,89,person,0.7101,1103,716,1167,873,1135.0,794.5,1135.0,873.0
109,4.320,136,person,0.6920,1305,419,1350,524,1327.5,471.5,1327.5,524.0
109,4.320,158,person,0.6289,848,348,888,435,868.0,391.5,868.0,435.0
109,4.320,175,person,0.8743,568,477,632,583,600.0,530.0,600.0,583.0
109,4.320,189,person,0.8599,232,647,305,811,268.5,729.0,268.5,811.0
109,4.320,1,person,0.7776,1523,585,1591,714,1557.0,649.5,1557.0,714.0
109,4.320,255,person,0.6635,1472,541,1520,672,1496.0,606.5,1496.0,672.0
109,4.320,15,person,0.7125,1035,403,1087,517,1061.0,460.0,1061.0,517.0
109,4.320,242,person,0.7486,677,452,726,570,701.5,511.0,701.5,570.0
109,4.320,236,person,0.6100,1719,336,1773,436,1746.0,386.0,1746.0,436.0
109,4.320,2,person,0.8691,1188,751,1287,907,1237.5,829.0,1237.5,907.0
109,4.320,290,person,0.2919,843,347,901,437,872.0,392.0,872.0,437.0
109,4.320,292,person,0.7075,998,560,1059,681,1028.5,620.5,1028.5,681.0
110,4.360,6,person,0.7907,1758,702,1821,855,1789.5,778.5,1789.5,855.0
110,4.360,11,person,0.6862,415,384,467,472,441.0,428.0,441.0,472.0
110,4.360,12,person,0.7248,1241,440,1293,552,1267.0,496.0,1267.0,552.0
110,4.360,89,person,0.7399,1109,719,1173,873,1141.0,796.0,1141.0,873.0
110,4.360,136,person,0.6475,1309,416,1353,520,1331.0,468.0,1331.0,520.0
110,4.360,158,person,0.6027,848,348,889,438,868.5,393.0,868.5,438.0
110,4.360,175,person,0.8704,573,475,639,580,606.0,527.5,606.0,580.0
110,4.360,189,person,0.9017,239,646,308,805,273.5,725.5,273.5,805.0
110,4.360,1,person,0.7542,1530,585,1595,712,1562.5,648.5,1562.5,712.0
110,4.360,255,person,0.6610,1472,538,1521,671,1496.5,604.5,1496.5,671.0
110,4.360,15,person,0.6112,1040,402,1090,513,1065.0,457.5,1065.0,513.0
110,4.360,242,person,0.6721,680,452,728,570,704.0,511.0,704.0,570.0
110,4.360,236,person,0.4789,1729,335,1781,434,1755.0,384.5,1755.0,434.0
110,4.360,2,person,0.8165,1184,750,1284,907,1234.0,828.5,1234.0,907.0
110,4.360,290,person,0.3035,841,346,905,446,873.0,396.0,873.0,446.0
110,4.360,292,person,0.6980,995,557,1058,683,1026.5,620.0,1026.5,683.0
111,4.400,6,person,0.7557,1766,703,1830,854,1798.0,778.5,1798.0,854.0
111,4.400,11,person,0.6948,417,382,469,473,443.0,427.5,443.0,473.0
111,4.400,12,person,0.6806,1246,440,1297,550,1271.5,495.0,1271.5,550.0
111,4.400,89,person,0.6708,1113,722,1178,875,1145.5,798.5,1145.5,875.0
111,4.400,136,person,0.6574,1315,414,1361,521,1338.0,467.5,1338.0,521.0
111,4.400,158,person,0.6048,848,348,889,440,868.5,394.0,868.5,440.0
111,4.400,175,person,0.8646,578,475,646,580,612.0,527.5,612.0,580.0
111,4.400,189,person,0.8625,244,646,312,803,278.0,724.5,278.0,803.0
111,4.400,1,person,0.7746,1536,586,1600,711,1568.0,648.5,1568.0,711.0
111,4.400,255,person,0.6068,1474,537,1520,666,1497.0,601.5,1497.0,666.0
111,4.400,15,person,0.6102,1046,403,1095,513,1070.5,458.0,1070.5,513.0
111,4.400,242,person,0.7288,684,453,732,570,708.0,511.5,708.0,570.0
111,4.400,236,person,0.7266,1738,331,1790,432,1764.0,381.5,1764.0,432.0
111,4.400,2,person,0.6984,1170,750,1266,908,1218.0,829.0,1218.0,908.0
111,4.400,290,person,0.5185,842,347,905,446,873.5,396.5,873.5,446.0
111,4.400,292,person,0.6711,998,554,1060,678,1029.0,616.0,1029.0,678.0
111,4.400,297,person,0.4158,1471,535,1530,669,1500.5,602.0,1500.5,669.0
112,4.440,6,person,0.7602,1775,704,1839,854,1807.0,779.0,1807.0,854.0
112,4.440,11,person,0.7074,420,380,472,471,446.0,425.5,446.0,471.0
112,4.440,12,person,0.6714,1250,440,1300,549,1275.0,494.5,1275.0,549.0
112,4.440,89,person,0.4972,1111,724,1174,873,1142.5,798.5,1142.5,873.0
112,4.440,136,person,0.6673,1320,414,1366,521,1343.0,467.5,1343.0,521.0
112,4.440,158,person,0.5267,851,349,893,440,872.0,394.5,872.0,440.0
112,4.440,175,person,0.8594,581,474,650,579,615.5,526.5,615.5,579.0
112,4.440,189,person,0.8552,249,643,316,799,282.5,721.0,282.5,799.0
112,4.440,1,person,0.8037,1541,587,1605,708,1573.0,647.5,1573.0,708.0
112,4.440,255,person,0.6632,1474,537,1519,667,1496.5,602.0,1496.5,667.0
112,4.440,15,person,0.5930,1050,402,1098,511,1074.0,456.5,1074.0,511.0
112,4.440,242,person,0.7579,687,453,738,572,712.5,512.5,712.5,572.0
112,4.440,236,person,0.7735,1750,333,1798,430,1774.0,381.5,1774.0,430.0
112,4.440,2,person,0.6923,1162,751,1253,908,1207.5,829.5,1207.5,908.0
112,4.440,290,person,0.2399,850,349,910,442,880.0,395.5,880.0,442.0
112,4.440,292,person,0.7094,1001,551,1060,670,1030.5,610.5,1030.5,670.0
113,4.480,6,person,0.7967,1782,703,1846,852,1814.0,777.5,1814.0,852.0
113,4.480,11,person,0.6873,423,378,477,471,450.0,424.5,450.0,471.0
113,4.480,12,person,0.6241,1254,440,1302,546,1278.0,493.0,1278.0,546.0
113,4.480,89,person,0.5075,1109,725,1171,873,1140.0,799.0,1140.0,873.0
113,4.480,136,person,0.6823,1324,413,1369,516,1346.5,464.5,1346.5,516.0
113,4.480,158,person,0.6378,855,350,896,439,875.5,394.5,875.5,439.0
113,4.480,175,person,0.8754,581,474,652,579,616.5,526.5,616.5,579.0
113,4.480,189,person,0.8066,253,641,319,797,286.0,719.0,286.0,797.0
113,4.480,1,person,0.8157,1542,586,1608,707,1575.0,646.5,1575.0,707.0
113,4.480,255,person,0.6697,1475,536,1520,666,1497.5,601.0,1497.5,666.0
113,4.480,15,person,0.6356,1055,403,1102,511,1078.5,457.0,1078.5,511.0
113,4.480,242,person,0.7804,689,453,742,570,715.5,511.5,715.5,570.0
113,4.480,236,person,0.6773,1757,327,1807,429,1782.0,378.0,1782.0,429.0
113,4.480,2,person,0.7493,1158,750,1245,904,1201.5,827.0,1201.5,904.0
113,4.480,292,person,0.7573,1002,548,1060,666,1031.0,607.0,1031.0,666.0
113,4.480,302,person,0.5032,1,384,30,493,15.5,438.5,15.5,493.0
114,4.520,6,person,0.7692,1790,703,1854,851,1822.0,777.0,1822.0,851.0
114,4.520,11,person,0.7635,425,374,481,469,453.0,421.5,453.0,469.0
114,4.520,12,person,0.6420,1257,440,1303,544,1280.0,492.0,1280.0,544.0
114,4.520,89,person,0.4168,1108,724,1166,867,1137.0,795.5,1137.0,867.0
114,4.520,136,person,0.7021,1329,413,1372,514,1350.5,463.5,1350.5,514.0
114,4.520,158,person,0.7022,854,349,898,441,876.0,395.0,876.0,441.0
114,4.520,175,person,0.8615,581,473,653,578,617.0,525.5,617.0,578.0
114,4.520,189,person,0.8452,256,637,323,796,289.5,716.5,289.5,796.0
114,4.520,1,person,0.8240,1548,587,1615,705,1581.5,646.0,1581.5,705.0
114,4.520,255,person,0.6378,1477,536,1522,664,1499.5,600.0,1499.5,664.0
114,4.520,15,person,0.7529,1059,400,1106,509,1082.5,454.5,1082.5,509.0
114,4.520,242,person,0.8365,690,453,744,566,717.0,509.5,717.0,566.0
114,4.520,236,person,0.7249,1768,326,1816,426,1792.0,376.0,1792.0,426.0
114,4.520,2,person,0.7430,1153,746,1240,901,1196.5,823.5,1196.5,901.0
114,4.520,292,person,0.7979,1004,546,1061,664,1032.5,605.0,1032.5,664.0
114,4.520,302,person,0.4964,4,378,34,491,19.0,434.5,19.0,491.0
115,4.560,6,person,0.7927,1796,703,1861,850,1828.5,776.5,1828.5,850.0
115,4.560,11,person,0.6924,425,372,483,467,454.0,419.5,454.0,467.0
115,4.560,12,person,0.6309,1259,438,1304,542,1281.5,490.0,1281.5,542.0
115,4.560,89,person,0.2044,1114,728,1179,885,1146.5,806.5,1146.5,885.0
115,4.560,136,person,0.6926,1331,409,1375,513,1353.0,461.0,1353.0,513.0
115,4.560,158,person,0.6881,852,347,900,448,876.0,397.5,876.0,448.0
115,4.560,175,person,0.7809,580,470,652,575,616.0,522.5,616.0,575.0
115,4.560,189,person,0.8372,260,635,326,790,293.0,712.5,293.0,790.0
115,4.560,1,person,0.7631,1550,586,1619,703,1584.5,644.5,1584.5,703.0
115,4.560,255,person,0.6011,1479,534,1522,659,1500.5,596.5,1500.5,659.0
115,4.560,15,person,0.6853,1064,396,1111,506,1087.5,451.0,1087.5,506.0
115,4.560,242,person,0.8504,692,453,747,565,719.5,509.0,719.5,565.0
115,4.560,236,person,0.6828,1778,327,1823,424,1800.5,375.5,1800.5,424.0
115,4.560,2,person,0.7287,1144,740,1233,898,1188.5,819.0,1188.5,898.0
115,4.560,292,person,0.7805,1004,542,1060,659,1032.0,600.5,1032.0,659.0
115,4.560,302,person,0.5634,7,374,40,492,23.5,433.0,23.5,492.0
115,4.560,303,person,0.3581,1106,721,1158,822,1132.0,771.5,1132.0,822.0
116,4.600,6,person,0.7894,1804,704,1867,845,1835.5,774.5,1835.5,845.0
116,4.600,11,person,0.6360,418,371,473,465,445.5,418.0,445.5,465.0
116,4.600,12,person,0.6447,1262,436,1306,540,1284.0,488.0,1284.0,540.0
116,4.600,136,person,0.7430,1335,407,1377,511,1356.0,459.0,1356.0,511.0
116,4.600,158,person,0.6339,851,344,894,435,872.5,389.5,872.5,435.0
116,4.600,175,person,0.8197,579,467,652,573,615.5,520.0,615.5,573.0
116,4.600,189,person,0.8611,263,632,330,787,296.5,709.5,296.5,787.0
116,4.600,1,person,0.4779,1551,583,1621,699,1586.0,641.0,1586.0,699.0
116,4.600,255,person,0.5957,1482,529,1525,656,1503.5,592.5,1503.5,656.0
116,4.600,15,person,0.7081,1068,395,1116,506,1092.0,450.5,1092.0,506.0
116,4.600,242,person,0.7456,692,449,750,562,721.0,505.5,721.0,562.0
116,4.600,236,person,0.6541,1786,327,1831,423,1808.5,375.0,1808.5,423.0
116,4.600,2,person,0.7177,1130,729,1226,896,1178.0,812.5,1178.0,896.0
116,4.600,292,person,0.7704,1003,540,1056,654,1029.5,597.0,1029.5,654.0
116,4.600,302,person,0.7556,14,371,46,485,30.0,428.0,30.0,485.0
116,4.600,303,person,0.2330,1105,718,1156,820,1130.5,769.0,1130.5,820.0
117,4.640,6,person,0.7773,1810,703,1873,843,1841.5,773.0,1841.5,843.0
117,4.640,11,person,0.6341,416,371,468,462,442.0,416.5,442.0,462.0
117,4.640,12,person,0.7109,1264,432,1310,541,1287.0,486.5,1287.0,541.0
117,4.640,136,person,0.7272,1337,404,1379,508,1358.0,456.0,1358.0,508.0
117,4.640,158,person,0.6122,845,338,893,441,869.0,389.5,869.0,441.0
117,4.640,175,person,0.8260,581,465,656,573,618.5,519.0,618.5,573.0
117,4.640,189,person,0.8506,267,627,336,783,301.5,705.0,301.5,783.0
117,4.640,1,person,0.5838,1551,584,1621,697,1586.0,640.5,1586.0,697.0
117,4.640,255,person,0.5846,1484,525,1528,654,1506.0,589.5,1506.0,654.0
117,4.640,15,person,0.6982,1072,394,1120,505,1096.0,449.5,1096.0,505.0
117,4.640,242,person,0.5463,690,449,749,559,719.5,504.0,719.5,559.0
117,4.640,236,person,0.7513,1795,323,1839,420,1817.0,371.5,1817.0,420.0
117,4.640,2,person,0.7751,1120,721,1221,894,1170.5,807.5,1170.5,894.0
117,4.640,292,person,0.7065,1003,538,1057,654,1030.0,596.0,1030.0,654.0
117,4.640,302,person,0.7305,19,370,51,482,35.0,426.0,35.0,482.0
117,4.640,306,person,0.4438,424,371,479,463,451.5,417.0,451.5,463.0
117,4.640,89,person,0.4052,1118,727,1188,895,1153.0,811.0,1153.0,895.0
118,4.680,6,person,0.7324,1810,704,1870,838,1840.0,771.0,1840.0,838.0
118,4.680,11,person,0.6669,419,369,471,461,445.0,415.0,445.0,461.0
118,4.680,12,person,0.7085,1267,430,1314,540,1290.5,485.0,1290.5,540.0
118,4.680,136,person,0.7454,1340,402,1382,505,1361.0,453.5,1361.0,505.0
118,4.680,158,person,0.6335,846,336,895,440,870.5,388.0,870.5,440.0
118,4.680,175,person,0.7835,582,463,659,573,620.5,518.0,620.5,573.0
118,4.680,189,person,0.8420,267,621,335,779,301.0,700.0,301.0,779.0
118,4.680,1,person,0.4292,1544,579,1614,692,1579.0,635.5,1579.0,692.0
118,4.680,255,person,0.4571,1482,519,1527,650,1504.5,584.5,1504.5,650.0
118,4.680,15,person,0.7027,1077,393,1124,502,1100.5,447.5,1100.5,502.0
118,4.680,242,person,0.4382,688,449,746,554,717.0,501.5,717.0,554.0
118,4.680,236,person,0.7010,1802,318,1846,418,1824.0,368.0,1824.0,418.0
118,4.680,2,person,0.7452,1111,717,1215,894,1163.0,805.5,1163.0,894.0
118,4.680,292,person,0.7301,1003,534,1057,652,1030.0,593.0,1030.0,652.0
118,4.680,302,person,0.6296,27,368,60,482,43.5,425.0,43.5,482.0
118,4.680,89,person,0.3035,1114,721,1188,897,1151.0,809.0,1151.0,897.0
119,4.720,6,person,0.7405,1810,705,1868,833,1839.0,769.0,1839.0,833.0
119,4.720,11,person,0.6923,419,369,468,457,443.5,413.0,443.5,457.0
119,4.720,12,person,0.7589,1269,427,1317,539,1293.0,483.0,1293.0,539.0
119,4.720,136,person,0.7194,1343,400,1385,504,1364.0,452.0,1364.0,504.0
119,4.720,158,person,0.6184,847,334,896,438,871.5,386.0,871.5,438.0
119,4.720,175,person,0.8032,582,461,660,573,621.0,517.0,621.0,573.0
119,4.720,189,person,0.8464,265,616,333,774,299.0,695.0,299.0,774.0
119,4.720,1,person,0.2449,1530,565,1607,689,1568.5,627.0,1568.5,689.0
119,4.720,255,person,0.6082,1480,514,1528,647,1504.0,580.5,1504.0,647.0
119,4.720,15,person,0.6652,1082,392,1128,499,1105.0,445.5,1105.0,499.0
119,4.720,242,person,0.5589,684,448,737,545,710.5,496.5,710.5,545.0
119,4.720,236,person,0.7578,1809,312,1854,416,1831.5,364.0,1831.5,416.0
119,4.720,2,person,0.6914,1103,710,1209,892,1156.0,801.0,1156.0,892.0
119,4.720,292,person,0.6946,1000,532,1053,646,1026.5,589.0,1026.5,646.0
119,4.720,302,person,0.8026,35,367,70,478,52.5,422.5,52.5,478.0
119,4.720,89,person,0.5127,1109,716,1184,896,1146.5,806.0,1146.5,896.0
119,4.720,308,person,0.7332,4,519,45,652,24.5,585.5,24.5,652.0
119,4.720,310,person,0.4067,682,449,724,532,703.0,490.5,703.0,532.0
119,4.720,144,person,0.5408,1537,573,1602,691,1569.5,632.0,1569.5,691.0
120,4.760,6,person,0.7662,1810,707,1867,834,1838.5,770.5,1838.5,834.0
120,4.760,11,person,0.5600,418,368,468,456,443.0,412.0,443.0,456.0
120,4.760,12,person,0.7561,1271,424,1321,538,1296.0,481.0,1296.0,538.0
120,4.760,136,person,0.7021,1344,396,1389,503,1366.5,449.5,1366.5,503.0
120,4.760,158,person,0.6917,848,334,900,440,874.0,387.0,874.0,440.0
120,4.760,175,person,0.7901,579,460,658,572,618.5,516.0,618.5,572.0
120,4.760,189,person,0.8380,266,610,333,769,299.5,689.5,299.5,769.0
120,4.760,1,person,0.6500,1530,567,1608,690,1569.0,628.5,1569.0,690.0
120,4.760,255,person,0.6035,1475,513,1521,643,1498.0,578.0,1498.0,643.0
120,4.760,15,person,0.6167,1086,392,1132,497,1109.0,444.5,1109.0,497.0
120,4.760,242,person,0.5514,679,445,736,547,707.5,496.0,707.5,547.0
120,4.760,236,person,0.7218,1814,310,1859,416,1836.5,363.0,1836.5,416.0
120,4.760,2,person,0.6332,1088,705,1193,889,1140.5,797.0,1140.5,889.0
120,4.760,292,person,0.6801,994,529,1048,643,1021.0,586.0,1021.0,643.0
120,4.760,302,person,0.7754,43,369,77,472,60.0,420.5,60.0,472.0
120,4.760,308,person,0.7410,9,514,51,647,30.0,580.5,30.0,647.0
120,4.760,310,person,0.3644,679,446,722,530,700.5,488.0,700.5,530.0
120,4.760,289,person,0.6215,848,336,887,433,867.5,384.5,867.5,433.0
121,4.800,6,person,0.7594,1810,707,1867,831,1838.5,769.0,1838.5,831.0
121,4.800,11,person,0.6609,420,362,472,454,446.0,408.0,446.0,454.0
