frame_number,timestamp_s,possession_team,closest_player_id,closest_distance_m,team_A_pct,team_B_pct
557,22.2400,Team B,361,2.04,10.85,89.15
558,22.2800,Team B,361,2.14,10.83,89.17
559,22.3200,Team B,361,2.16,10.81,89.19
560,22.3600,Team B,361,2.19,10.79,89.21
561,22.4000,Team B,340,10.25,10.77,89.23
562,22.4400,Team B,361,2.18,10.75,89.25
563,22.4800,Team B,340,10.02,10.73,89.27
564,22.5200,Team B,361,2.02,10.71,89.29
565,22.5600,Team B,361,1.97,10.70,89.30
566,22.6000,Team B,495,0.96,10.68,89.32
567,22.6400,Team B,495,0.89,10.66,89.34
568,22.6800,Team A,495,0.87,10.82,89.18
569,22.7200,Team A,495,0.89,10.97,89.03
570,22.7600,Team A,495,0.88,11.13,88.87
571,22.8000,Team A,495,0.87,11.29,88.71
572,22.8400,Team A,89,1.08,11.44,88.56
573,22.8800,Team A,89,1.35,11.60,88.40
574,22.9200,Team A,583,5.19,11.75,88.25
575,22.9600,Team A,591,2.06,11.91,88.09
576,23.0000,Team A,591,2.25,12.06,87.94
577,23.0400,Team B,591,2.25,12.04,87.96
578,23.0800,Team B,584,8.63,12.02,87.98
579,23.1200,Team B,591,2.23,12.00,88.00
580,23.1600,Team B,591,1.82,11.98,88.02
581,23.2000,Team B,591,1.50,11.96,88.04
582,23.2400,Team B,591,1.30,11.94,88.06
583,23.2800,Team B,495,1.15,11.92,88.08
584,23.3200,Team B,495,1.02,11.90,88.10
585,23.3600,Team A,495,0.89,12.05,87.95
586,23.4000,Team A,591,1.13,12.20,87.80
587,23.4400,Team A,591,25.04,12.35,87.65
588,23.4800,Team A,613,72.63,12.50,87.50
589,23.5200,Team A,613,153.93,12.65,87.35
590,23.5600,Team A,591,371.60,12.80,87.20
591,23.6000,Team A,591,3024.39,12.95,87.05
592,23.6400,Team A,495,797.39,13.10,86.90
593,23.6800,Team A,495,1.08,13.24,86.76
594,23.7200,Team A,591,2.42,13.39,86.61
595,23.7600,Team A,591,63.53,13.54,86.46
596,23.8000,Team A,591,4.30,13.68,86.32
597,23.8400,Team A,591,5.20,13.83,86.17
598,23.8800,Team A,591,6.09,13.97,86.03
599,23.9200,Team A,521,6.74,14.12,85.88
600,23.9600,Team A,521,5.77,14.26,85.74
601,24.0000,Team A,521,4.90,14.41,85.59
602,24.0400,Team A,521,4.11,14.55,85.45
603,24.0800,Team A,521,3.48,14.69,85.31
604,24.1200,Team A,521,2.85,14.83,85.17
605,24.1600,Team A,521,2.41,14.98,85.02
606,24.2000,Team A,521,1.87,15.12,84.88
607,24.2400,Team B,521,1.45,15.09,84.91
608,24.2800,Team B,521,2.22,15.07,84.93
609,24.3200,Team B,521,1.82,15.04,84.96
610,24.3600,Team B,521,2.37,15.02,84.98
611,24.4000,Team B,428,2.29,14.99,85.01
612,24.4400,Team B,428,1.73,14.97,85.03
613,24.4800,Team B,428,1.55,14.94,85.06
614,24.5200,Team B,428,1.80,14.92,85.08
615,24.5600,Team B,428,2.25,14.89,85.11
616,24.6000,Team B,428,2.72,14.87,85.13
617,24.6400,Team B,660,2.57,14.85,85.15
618,24.6800,Team B,660,2.89,14.82,85.18
619,24.7200,Team B,660,3.23,14.80,85.20
620,24.7600,Team B,660,3.55,14.77,85.23
621,24.8000,Team B,660,1.51,14.75,85.25
622,24.8400,Team B,428,2.21,14.72,85.28
623,24.8800,Team B,521,2.61,14.70,85.30
624,24.9200,Team B,521,2.56,14.68,85.32
625,24.9600,Team B,660,1.65,14.65,85.35
626,25.0000,Team B,660,2.05,14.63,85.37
627,25.0400,Team B,521,2.77,14.61,85.39
628,25.0800,Team B,521,2.68,14.58,85.42
629,25.1200,Team B,521,2.51,14.56,85.44
630,25.1600,Team B,521,2.62,14.54,85.46
631,25.2000,Team B,521,2.69,14.51,85.49
632,25.2400,Team B,521,2.72,14.49,85.51
633,25.2800,Team B,521,2.81,14.47,85.53
634,25.3200,Team B,688,1.49,14.44,85.56
635,25.3600,Team B,688,1.42,14.42,85.58
636,25.4000,Team B,688,1.15,14.40,85.60
637,25.4400,Team B,688,1.02,14.38,85.62
638,25.4800,Team B,688,0.96,14.35,85.65
639,25.5200,Team B,688,0.98,14.33,85.67
640,25.5600,Team B,69,5.67,14.31,85.69
641,25.6000,Team B,504,4.57,14.29,85.71
642,25.6400,Team B,504,3.60,14.26,85.74
643,25.6800,Team B,504,3.29,14.24,85.76
644,25.7200,Team B,504,3.34,14.22,85.78
645,25.7600,Team B,504,3.77,14.20,85.80
646,25.8000,Team B,504,4.38,14.17,85.83
647,25.8400,Team B,504,5.00,14.15,85.85
648,25.8800,Team B,521,2.12,14.13,85.87
649,25.9200,Team B,521,3.41,14.11,85.89
650,25.9600,Team B,698,4.63,14.09,85.91
651,26.0000,Team B,698,5.77,14.06,85.94
652,26.0400,Team B,612,6.35,14.04,85.96
653,26.0800,Team B,612,5.72,14.02,85.98
654,26.1200,Team B,612,5.29,14.00,86.00
655,26.1600,Team B,612,5.01,13.98,86.02
656,26.2000,Team B,676,4.78,13.96,86.04
657,26.2400,Team B,676,4.28,13.94,86.06
658,26.2800,Team B,676,3.75,13.91,86.09
659,26.3200,Team B,676,3.38,13.89,86.11
660,26.3600,Team B,688,1.29,13.87,86.13
661,26.4000,Team B,688,1.28,13.85,86.15
662,26.4400,Team B,688,1.30,13.83,86.17
663,26.4800,Team B,688,1.26,13.81,86.19
664,26.5200,Team B,688,1.33,13.79,86.21
665,26.5600,Team B,688,1.36,13.77,86.23
666,26.6000,Team B,688,1.42,13.75,86.25
667,26.6400,Team B,521,2.54,13.73,86.27
668,26.6800,Team B,521,2.56,13.70,86.30
669,26.7200,Team B,521,2.46,13.68,86.32
670,26.7600,Team B,521,2.48,13.66,86.34
671,26.8000,Team B,521,2.58,13.64,86.36
672,26.8400,Team B,521,2.68,13.62,86.38
673,26.8800,Team B,521,2.45,13.60,86.40
674,26.9200,Team B,521,2.36,13.58,86.42
675,26.9600,Team A,521,2.34,13.71,86.29
676,27.0000,Team A,521,2.23,13.84,86.16
677,27.0400,Team A,521,2.30,13.97,86.03
678,27.0800,Team A,521,2.42,14.09,85.91
679,27.1200,Team A,521,2.48,14.22,85.78
680,27.1600,Team A,521,2.51,14.35,85.65
681,27.2000,Team A,521,2.53,14.48,85.52
682,27.2400,Team A,521,2.34,14.60,85.40
683,27.2800,Team A,521,2.39,14.73,85.27
684,27.3200,Team A,521,2.68,14.85,85.15
685,27.3600,Team A,521,3.13,14.98,85.02
686,27.4000,Team A,521,2.90,15.10,84.90
687,27.4400,Team A,688,6.58,15.23,84.77
688,27.4800,Team A,688,6.50,15.35,84.65
689,27.5200,Team A,688,6.54,15.47,84.53
690,27.5600,Team A,521,2.77,15.60,84.40
691,27.6000,Team A,521,3.36,15.72,84.28
692,27.6400,Team A,69,6.78,15.84,84.16
693,27.6800,Team A,521,3.22,15.97,84.03
694,27.7200,Team A,521,3.03,16.09,83.91
695,27.7600,Team A,521,3.11,16.21,83.79
696,27.8000,Team A,706,1.44,16.33,83.67
697,27.8400,Team A,521,3.37,16.45,83.55
698,27.8800,Team A,581,2.25,16.57,83.43
699,27.9200,Team A,521,3.55,16.69,83.31
700,27.9600,Team A,521,3.70,16.81,83.19
701,28.0000,Team A,521,3.74,16.93,83.07
702,28.0400,Team A,521,3.73,17.05,82.95
703,28.0800,Team A,706,1.53,17.17,82.83
704,28.1200,Team A,521,3.84,17.29,82.71
705,28.1600,Team A,521,3.80,17.40,82.60
706,28.2000,Team A,706,12.22,17.52,82.48
707,28.2400,Team A,706,12.75,17.64,82.36
708,28.2800,Team A,706,13.54,17.76,82.24
709,28.3200,Team A,721,3.52,17.87,82.13
710,28.3600,Team A,721,4.18,17.99,82.01
711,28.4000,Team A,721,4.69,18.10,81.90
712,28.4400,Team A,706,1.40,18.22,81.78
713,28.4800,Team A,706,1.67,18.34,81.66
714,28.5200,Team A,706,3.68,18.45,81.55
715,28.5600,Team A,69,3.05,18.57,81.43
716,28.6000,Team A,521,4.34,18.68,81.32
717,28.6400,Team A,521,4.38,18.79,81.21
718,28.6800,Team A,521,4.41,18.91,81.09
719,28.7200,Team A,521,4.48,19.02,80.98
720,28.7600,Team A,721,12.07,19.13,80.87
721,28.8000,Team A,721,11.74,19.25,80.75
722,28.8400,Team A,721,11.49,19.36,80.64
723,28.8800,Team A,721,11.31,19.47,80.53
724,28.9200,Team A,688,1.71,19.58,80.42
725,28.9600,Team A,688,1.87,19.69,80.31
726,29.0000,Team A,69,1.72,19.81,80.19
727,29.0400,Team A,69,1.51,19.92,80.08
728,29.0800,Team A,719,0.61,20.03,79.97
729,29.1200,Team A,719,4.72,20.14,79.86
730,29.1600,Team A,719,8.85,20.25,79.75
731,29.2000,Team A,719,12.18,20.36,79.64
732,29.2400,Team A,719,14.86,20.47,79.53
733,29.2800,Team A,719,0.90,20.58,79.42
734,29.3200,Team A,719,1.09,20.68,79.32
735,29.3600,Team B,719,1.31,20.66,79.34
736,29.4000,Team B,719,1.59,20.63,79.37
737,29.4400,Team B,719,1.88,20.60,79.40
738,29.4800,Team B,719,2.13,20.57,79.43
739,29.5200,Team B,719,2.37,20.54,79.46
740,29.5600,Team B,719,2.64,20.52,79.48
741,29.6000,Team B,719,2.87,20.49,79.51
742,29.6400,Team B,719,3.04,20.46,79.54
743,29.6800,Team B,719,3.19,20.43,79.57
744,29.7200,Team B,719,0.73,20.41,79.59
745,29.7600,Team B,719,0.80,20.38,79.62
746,29.8000,Team B,719,0.66,20.35,79.65
747,29.8400,Team B,719,0.59,20.32,79.68
748,29.8800,Team B,719,0.59,20.30,79.70
749,29.9200,Team B,719,0.65,20.27,79.73
750,29.9600,Team B,719,0.68,20.24,79.76
