frame_number,timestamp_s,track_id,team_label,bbox_x1,bbox_y1,bbox_x2,bbox_y2,foot_x_px,foot_y_px,pitch_x_m,pitch_y_m
65,2.5600,1,Team A,1257,600,1321,735,1289.0,732.3,72.4411,57.4579
65,2.5600,2,Team A,1160,750,1255,909,1207.5,905.8,68.0434,63.0008
65,2.5600,3,Team B,741,676,799,819,770.0,816.1,64.6352,57.9886
65,2.5600,6,Team B,1267,773,1344,900,1305.5,897.5,69.1669,63.2314
65,2.5600,7,Team B,840,573,887,688,863.5,685.7,68.0482,53.0836
65,2.5600,8,Team B,470,442,528,553,499.0,550.8,65.7704,42.9671
65,2.5600,11,Referee,165,408,207,514,186.0,511.9,61.4689,37.8106
65,2.5600,15,Team B,793,446,825,541,809.0,539.1,70.9334,44.2247
65,2.5600,46,Staff/GK,1263,381,1301,454,1282.0,452.5,82.2050,40.9776
65,2.5600,48,Team B,1005,460,1059,567,1032.0,564.9,73.5152,47.4909
65,2.5600,59,Team B,851,431,909,540,880.0,537.8,72.1195,44.5699
65,2.5600,66,Team B,1055,432,1099,530,1077.0,528.0,75.5168,45.2812
65,2.5600,69,Team B,1295,608,1366,734,1330.5,731.5,73.0239,57.5879
65,2.5600,60,Team B,647,370,700,456,673.5,454.3,71.5052,36.2897
66,2.6000,1,Team A,1266,600,1329,734,1297.5,731.3,72.5462,57.4847
66,2.6000,2,Team A,1166,744,1265,913,1215.5,909.6,68.0600,63.1408
66,2.6000,3,Team B,756,678,815,819,785.5,816.2,64.7702,58.1116
66,2.6000,6,Team B,1277,769,1355,901,1316.0,898.4,69.2557,63.3053
66,2.6000,7,Team B,847,574,896,689,871.5,686.7,68.1387,53.1515
66,2.6000,8,Team B,476,442,534,551,505.0,548.8,65.8554,42.8829
66,2.6000,11,Referee,173,406,214,512,193.5,509.9,61.5771,37.7135
66,2.6000,15,Team B,798,442,832,543,815.0,541.0,70.9660,44.3067
66,2.6000,48,Team B,1015,457,1067,563,1041.0,560.9,73.7425,47.3246
66,2.6000,59,Team B,856,430,915,540,885.5,537.8,72.1676,44.5978
66,2.6000,66,Team B,1063,426,1108,530,1085.5,527.9,75.6421,45.2876
66,2.6000,69,Team B,1304,609,1374,734,1339.0,731.5,73.0864,57.6733
66,2.6000,60,Team B,654,365,707,454,680.5,452.2,71.5144,36.2179
67,2.6400,1,Team A,1275,599,1336,733,1305.5,730.3,72.6524,57.5039
67,2.6400,2,Team A,1173,745,1270,914,1221.5,910.6,68.0835,63.2427
67,2.6400,3,Team B,769,680,828,818,798.5,815.2,64.9077,58.1884
67,2.6400,6,Team B,1286,764,1366,900,1326.0,897.3,69.3560,63.3552
67,2.6400,7,Team B,857,576,906,689,881.5,686.7,68.2389,53.2199
67,2.6400,8,Team B,481,439,541,549,511.0,546.8,65.9537,42.7883
67,2.6400,11,Referee,184,404,225,510,204.5,507.9,61.7284,37.6228
67,2.6400,15,Team B,804,436,837,537,820.5,535.0,71.1212,44.1073
67,2.6400,48,Team B,1027,458,1077,561,1052.0,558.9,73.9587,47.2279
67,2.6400,59,Team B,863,430,920,536,891.5,533.9,72.3018,44.4681
67,2.6400,66,Team B,1072,428,1116,529,1094.0,527.0,75.7808,45.2859
67,2.6400,69,Team B,1313,608,1384,735,1348.5,732.5,73.1574,57.7686
67,2.6400,60,Team B,664,364,713,449,688.5,447.3,71.6879,35.9461
67,2.6400,78,Team B,719,379,771,456,745.0,454.5,72.5734,36.8762
68,2.6800,1,Team A,1287,598,1346,731,1316.5,728.3,72.7967,57.5052
68,2.6800,2,Team A,1179,744,1272,913,1225.5,909.6,68.1173,63.2895
68,2.6800,3,Team B,782,680,841,818,811.5,815.2,65.0380,58.2674
68,2.6800,6,Team B,1296,756,1378,898,1337.0,895.2,69.4789,63.3799
68,2.6800,7,Team B,865,574,915,687,890.0,684.7,68.3574,53.2244
68,2.6800,8,Team B,491,440,551,547,521.0,544.9,66.0945,42.7088
68,2.6800,11,Referee,193,402,234,507,213.5,504.9,61.8881,37.4758
68,2.6800,15,Team B,810,431,844,534,827.0,531.9,71.2839,43.9241
68,2.6800,48,Team B,1036,455,1086,558,1061.0,555.9,74.1739,47.1092
68,2.6800,59,Team B,869,428,928,534,898.5,531.9,72.4448,44.3602
68,2.6800,66,Team B,1081,427,1124,526,1102.5,524.0,75.9701,45.1948
68,2.6800,69,Team B,1326,609,1393,730,1359.5,727.6,73.3332,57.7298
68,2.6800,60,Team B,676,363,721,445,698.5,443.4,71.9310,35.6562
68,2.6800,78,Team B,724,377,776,453,750.0,451.5,72.6732,36.7318
69,2.7200,1,Team A,1296,596,1355,732,1325.5,729.3,72.8973,57.5652
69,2.7200,2,Team A,1185,729,1282,912,1233.5,908.3,68.1832,63.3199
69,2.7200,3,Team B,797,680,854,815,825.5,812.3,65.1995,58.2851
69,2.7200,6,Team B,1307,750,1390,898,1348.5,895.0,69.5924,63.4309
69,2.7200,7,Team B,873,570,924,684,898.5,681.7,68.4969,53.1732
69,2.7200,8,Team B,500,440,560,544,530.0,541.9,66.2572,42.5869
69,2.7200,11,Referee,203,400,244,504,223.5,501.9,62.0622,37.3093
69,2.7200,15,Team B,818,427,852,528,835.0,526.0,71.5188,43.6241
69,2.7200,48,Team B,1046,453,1095,554,1070.5,552.0,74.4138,46.9446
69,2.7200,59,Team B,877,424,937,530,907.0,527.9,72.6450,44.1801
69,2.7200,66,Team B,1090,423,1133,522,1111.5,520.0,76.2095,45.0242
69,2.7200,69,Team B,1338,608,1404,729,1371.0,726.6,73.4954,57.7338
69,2.7200,60,Team B,688,361,732,441,710.0,439.4,72.2215,35.3624
69,2.7200,78,Team B,735,372,783,445,759.0,443.5,72.9680,36.2647
70,2.7600,1,Team A,1308,594,1365,729,1336.5,726.3,73.0554,57.5579
70,2.7600,2,Team A,1198,737,1288,911,1243.0,907.5,68.2669,63.3557
70,2.7600,3,Team B,811,679,869,817,840.0,814.2,65.3323,58.3878
70,2.7600,6,Team B,1320,744,1402,894,1361.0,891.0,69.7523,63.4261
70,2.7600,7,Team B,880,565,935,684,907.5,681.6,68.6115,53.1865
70,2.7600,8,Team B,508,438,569,542,538.5,539.9,66.4118,42.4866
70,2.7600,11,Referee,215,396,256,500,235.5,497.9,62.2747,37.0896
70,2.7600,15,Team B,827,423,861,525,844.0,523.0,71.7401,43.4084
70,2.7600,48,Team B,1056,451,1105,554,1080.5,551.9,74.5901,46.9184
70,2.7600,59,Team B,885,418,947,528,916.0,525.8,72.8371,44.0553
70,2.7600,66,Team A,1099,420,1143,520,1121.0,518.0,76.4302,44.9081
70,2.7600,69,Team B,1345,603,1412,728,1378.5,725.5,73.6238,57.7400
70,2.7600,60,Team B,699,360,742,438,720.5,436.4,72.5001,35.1187
70,2.7600,78,Team B,751,371,791,430,771.0,428.8,73.5404,35.2686
70,2.7600,82,Team B,7,461,38,563,22.5,561.0,58.0612,40.5191
71,2.8000,1,Team A,1320,590,1378,728,1349.0,725.2,73.2190,57.5760
71,2.8000,2,Team A,1209,740,1294,909,1251.5,905.6,68.3626,63.3720
71,2.8000,3,Team B,825,680,882,818,853.5,815.2,65.4554,58.5006
71,2.8000,6,Team B,1336,739,1417,888,1376.5,885.0,69.9728,63.3720
71,2.8000,7,Team B,889,561,946,682,917.5,679.6,68.7495,53.1720
71,2.8000,11,Referee,225,395,267,499,246.0,496.9,62.4555,36.9967
71,2.8000,15,Team B,837,421,869,519,853.0,517.0,72.0127,43.0948
71,2.8000,48,Team B,1066,444,1115,549,1090.5,546.9,74.8440,46.7479
71,2.8000,59,Team B,890,417,952,528,921.0,525.8,72.9470,44.0258
71,2.8000,66,Team A,1109,419,1152,518,1130.5,516.0,76.6434,44.8151
71,2.8000,69,Team B,1353,597,1422,726,1387.5,723.4,73.7660,57.7271
71,2.8000,60,Team B,707,355,752,437,729.5,435.4,72.7165,34.9980
71,2.8000,78,Team B,763,368,804,430,783.5,428.8,73.8925,34.9242
71,2.8000,82,Team B,15,460,47,562,31.0,560.0,58.1244,40.5120
72,2.8400,1,Team A,1331,588,1388,728,1359.5,725.2,73.3542,57.6232
72,2.8400,2,Team A,1222,742,1304,909,1263.0,905.7,68.4626,63.4225
72,2.8400,3,Team B,838,677,897,819,867.5,816.2,65.5788,58.6171
72,2.8400,6,Team B,1349,733,1430,884,1389.5,881.0,70.1812,63.3253
72,2.8400,7,Team B,896,559,953,682,924.5,679.5,68.8471,53.1949
72,2.8400,11,Referee,237,392,280,497,258.5,494.9,62.6561,36.9099
72,2.8400,15,Team B,846,421,878,516,862.0,514.1,72.2508,42.8740
72,2.8400,48,Team B,1073,442,1124,551,1098.5,548.8,74.9671,46.7898
72,2.8400,59,Team B,893,410,957,526,925.0,523.7,73.0555,43.9391
72,2.8400,66,Team A,1116,416,1160,517,1138.0,515.0,76.8127,44.7636
72,2.8400,69,Team B,1358,593,1430,726,1394.0,723.3,73.8635,57.7479
72,2.8400,60,Team B,714,352,761,438,737.5,436.3,72.8522,35.0398
72,2.8400,78,Team B,774,367,815,431,794.5,429.7,74.1152,34.8941
72,2.8400,82,Team B,27,458,60,560,43.5,558.0,58.2573,40.4732
72,2.8400,8,Team B,529,443,586,539,557.5,537.1,66.6575,42.4019
73,2.8800,2,Team A,1232,739,1314,910,1273.0,906.6,68.5458,63.4979
73,2.8800,3,Team B,851,678,911,822,881.0,819.1,65.6796,58.7781
73,2.8800,6,Team B,1362,728,1440,880,1401.0,877.0,70.3760,63.2772
73,2.8800,7,Team B,905,559,962,679,933.5,676.6,68.9833,53.1541
73,2.8800,11,Referee,247,393,290,496,268.5,493.9,62.8277,36.8696
73,2.8800,15,Team B,855,422,887,514,871.0,512.2,72.4566,42.7351
73,2.8800,48,Team B,1082,440,1132,548,1107.0,545.8,75.1447,46.7220
73,2.8800,59,Team B,897,407,959,523,928.0,520.7,73.1720,43.7847
73,2.8800,66,Team A,1124,415,1169,515,1146.5,513.0,76.9968,44.6915
73,2.8800,69,Team B,1354,589,1429,727,1391.5,724.2,73.8592,57.7778
73,2.8800,60,Team B,721,350,769,438,745.0,436.2,72.9716,35.0876
73,2.8800,78,Team B,782,367,831,442,806.5,440.5,74.0636,35.5699
73,2.8800,82,Team B,40,457,76,562,58.0,559.9,58.4102,40.6057
73,2.8800,8,Team B,540,445,598,539,569.0,537.1,66.8469,42.4185
74,2.9200,2,Team A,1242,738,1321,908,1281.5,904.6,68.6430,63.5287
74,2.9200,3,Team B,863,679,923,823,893.0,820.1,65.7794,58.9096
74,2.9200,6,Team B,1378,728,1452,876,1415.0,873.0,70.5815,63.2368
74,2.9200,7,Team B,913,558,971,677,942.0,674.6,69.1188,53.1139
74,2.9200,11,Referee,255,390,299,494,277.0,491.9,62.9850,36.7856
74,2.9200,15,Team B,862,422,895,513,878.5,511.2,72.6162,42.6664
74,2.9200,48,Team B,1090,438,1141,547,1115.5,544.8,75.3037,46.6889
74,2.9200,59,Team B,900,405,960,521,930.0,518.7,73.2624,43.6426
74,2.9200,66,Team A,1132,416,1177,516,1154.5,514.0,77.1119,44.7398
74,2.9200,69,Team B,1356,587,1433,728,1394.5,725.2,73.8554,57.8299
74,2.9200,60,Team B,728,348,777,439,752.5,437.2,73.0623,35.1953
74,2.9200,78,Team B,796,367,837,429,816.5,427.8,74.4417,35.1352
74,2.9200,82,Team B,57,458,93,561,75.0,558.9,58.6146,40.6870
74,2.9200,8,Team B,547,445,604,538,575.5,536.1,66.9804,42.4098
74,2.9200,88,Staff/GK,1363,361,1400,439,1381.5,437.4,84.7942,40.2684
75,2.9600,2,Team A,1249,735,1328,908,1288.5,904.5,68.7165,63.5711
75,2.9600,3,Team B,874,680,934,825,904.0,822.1,65.8627,59.0475
75,2.9600,6,Team B,1390,725,1463,872,1426.5,869.1,70.7768,63.1909
75,2.9600,7,Team B,921,557,980,677,950.5,674.6,69.2277,53.1321
75,2.9600,11,Referee,263,388,309,495,286.0,492.9,63.1073,36.8419
75,2.9600,15,Team B,868,422,902,515,885.0,513.1,72.6892,42.7563
75,2.9600,48,Team B,1097,439,1148,547,1122.5,544.8,75.4193,46.7055
75,2.9600,59,Team B,906,404,963,520,934.5,517.7,73.3470,43.5601
75,2.9600,66,Team A,1138,415,1184,517,1161.0,515.0,77.1854,44.8280
75,2.9600,69,Team B,1356,586,1433,727,1394.5,724.2,73.8597,57.8331
75,2.9600,60,Team B,734,346,782,438,758.0,436.2,73.1637,35.2020
75,2.9600,78,Team B,803,366,846,432,824.5,430.7,74.5926,35.1715
75,2.9600,82,Team B,80,459,117,559,98.5,557.0,58.9084,40.7299
75,2.9600,8,Team B,553,442,612,538,582.5,536.1,67.0833,42.4340
75,2.9600,89,Team B,3,717,38,887,20.5,883.6,55.4616,57.2223
76,3.0000,2,Team A,1256,736,1334,908,1295.0,904.6,68.7767,63.6183
76,3.0000,3,Team B,884,679,944,827,914.0,824.0,65.9329,59.1840
76,3.0000,6,Team B,1398,705,1478,872,1438.0,868.7,70.9258,63.2085
76,3.0000,7,Team B,929,559,988,675,958.5,672.7,69.3481,53.1154
76,3.0000,11,Referee,271,386,317,493,294.0,490.9,63.2403,36.7950
76,3.0000,15,Team B,874,423,909,514,891.5,512.2,72.7855,42.7758
76,3.0000,48,Team B,1102,440,1153,547,1127.5,544.9,75.4985,46.7339
76,3.0000,59,Team B,911,405,966,519,938.5,516.7,73.4237,43.5009
76,3.0000,66,Team A,1144,415,1193,522,1168.5,519.9,77.1594,45.1070
76,3.0000,69,Team B,1358,585,1434,727,1396.0,724.2,73.8632,57.8459
76,3.0000,60,Team B,739,348,787,437,763.0,435.2,73.2621,35.1705
76,3.0000,78,Team B,811,367,859,440,835.0,438.5,74.5614,35.6948
76,3.0000,82,Team B,99,457,139,559,119.0,557.0,59.1966,40.8302
76,3.0000,8,Team B,563,442,622,538,592.5,536.1,67.2021,42.4862
76,3.0000,89,Team A,9,714,44,886,26.5,882.6,55.4849,57.2288
77,3.0400,2,Team A,1263,736,1341,909,1302.0,905.5,68.8248,63.6855
77,3.0400,3,Team B,892,674,954,825,923.0,822.0,66.0294,59.2305
77,3.0400,6,Team B,1410,701,1489,871,1449.5,867.6,71.0645,63.2392
77,3.0400,7,Team B,937,558,997,675,967.0,672.7,69.4513,53.1429
77,3.0400,11,Referee,279,382,327,492,303.0,489.8,63.3772,36.7606
77,3.0400,15,Team B,880,421,917,513,898.5,511.2,72.8976,42.7664
77,3.0400,48,Team B,1110,441,1162,546,1136.0,543.9,75.6176,46.7414
77,3.0400,59,Team B,917,405,970,519,943.5,516.7,73.4878,43.4983
77,3.0400,66,Team A,1150,415,1203,527,1176.5,524.8,77.0993,45.4615
77,3.0400,69,Team B,1367,585,1443,726,1405.0,723.2,73.9387,57.8626
77,3.0400,60,Team B,747,349,795,437,771.0,435.2,73.3712,35.1947
77,3.0400,82,Team B,117,458,159,562,138.0,559.9,59.4449,41.0807
77,3.0400,8,Team B,570,445,627,537,598.5,535.2,67.3022,42.4922
77,3.0400,89,Team A,16,712,52,883,34.0,879.6,55.5337,57.1998
78,3.0800,2,Team A,1273,738,1350,909,1311.5,905.6,68.8937,63.7509
78,3.0800,3,Team B,901,672,964,827,932.5,823.9,66.1016,59.3285
78,3.0800,6,Team B,1425,705,1502,872,1463.5,868.7,71.1899,63.3211
78,3.0800,7,Team B,946,558,1007,673,976.5,670.7,69.5829,53.1334
78,3.0800,11,Referee,290,382,339,491,314.5,488.8,63.5409,36.7461
78,3.0800,15,Team B,888,420,926,513,907.0,511.1,73.0111,42.7977
78,3.0800,48,Team B,1119,443,1172,547,1145.5,544.9,75.7198,46.8246
78,3.0800,59,Team B,926,404,978,518,952.0,515.7,73.6019,43.4880
78,3.0800,66,Team A,1157,414,1209,521,1183.0,518.9,77.2633,45.3771
78,3.0800,69,Team B,1374,584,1447,724,1410.5,721.2,74.0327,57.8444
78,3.0800,60,Team B,757,351,803,435,780.0,433.3,73.5410,35.1309
78,3.0800,82,Team B,134,459,178,561,156.0,559.0,59.6987,41.2132
78,3.0800,8,Team B,578,445,633,536,605.5,534.2,67.4057,42.4811
78,3.0800,89,Team A,24,706,62,882,43.0,878.5,55.5966,57.2015
79,3.1200,2,Team A,1281,740,1357,906,1319.0,902.7,68.9895,63.7586
79,3.1200,3,Team B,912,672,975,829,943.5,825.9,66.1739,59.4523
79,3.1200,6,Team B,1442,712,1515,869,1478.5,865.9,71.3641,63.3551
79,3.1200,7,Team B,951,557,1015,673,983.0,670.7,69.6747,53.1570
79,3.1200,11,Referee,300,382,350,490,325.0,487.8,63.7054,36.7352
79,3.1200,15,Team B,896,422,936,515,916.0,513.1,73.0893,42.9397
79,3.1200,48,Team B,1127,446,1180,548,1153.5,546.0,75.8005,46.9328
79,3.1200,59,Team B,934,404,986,519,960.0,516.7,73.6907,43.5615
79,3.1200,66,Team A,1161,412,1217,529,1189.0,526.7,77.1911,45.7015
79,3.1200,69,Team B,1382,585,1453,722,1417.5,719.3,74.1453,57.8178
79,3.1200,60,Team B,764,353,811,436,787.5,434.3,73.6499,35.1990
79,3.1200,82,Team B,152,459,199,559,175.5,557.0,59.9777,41.2599
79,3.1200,8,Team B,583,443,638,534,610.5,532.2,67.5065,42.4088
79,3.1200,89,Team A,35,703,75,878,55.0,874.5,55.6947,57.1605
80,3.1600,2,Team A,1286,740,1363,908,1324.5,904.6,69.0321,63.8233
80,3.1600,3,Team B,924,676,986,832,955.0,828.9,66.2393,59.6101
80,3.1600,6,Team B,1455,714,1529,869,1492.0,865.9,71.5134,63.4181
80,3.1600,7,Team B,957,556,1021,671,989.0,668.7,69.7742,53.1331
80,3.1600,11,Referee,306,382,356,489,331.0,486.9,63.8238,36.7057
80,3.1600,15,Team B,904,422,944,513,924.0,511.2,73.2237,42.9405
80,3.1600,48,Team B,1135,447,1190,549,1162.5,547.0,75.8829,47.0531
80,3.1600,59,Team B,942,406,992,516,967.0,513.8,73.8397,43.4895
80,3.1600,66,Team A,1169,413,1220,523,1194.5,520.8,77.3395,45.6040
80,3.1600,69,Team B,1396,584,1465,721,1430.5,718.3,74.2966,57.8307
80,3.1600,60,Team B,770,353,819,437,794.5,435.3,73.7297,35.3149
80,3.1600,82,Team B,171,460,220,557,195.5,555.1,60.2726,41.2750
80,3.1600,8,Team B,587,438,645,536,616.0,534.0,67.5537,42.4875
80,3.1600,89,Team A,49,700,90,875,69.5,871.5,55.8207,57.1304
81,3.2000,2,Team A,1290,743,1367,908,1328.5,904.7,69.0639,63.8734
81,3.2000,3,Team B,934,677,997,834,965.5,830.9,66.3051,59.7563
81,3.2000,6,Team B,1465,714,1541,873,1503.0,869.8,71.5880,63.5572
81,3.2000,7,Team B,961,553,1027,670,994.0,667.7,69.8557,53.1150
81,3.2000,11,Referee,316,382,368,489,342.0,486.9,63.9636,36.7430
81,3.2000,15,Team B,908,420,950,513,929.0,511.1,73.3117,42.9600
81,3.2000,48,Team B,1141,444,1200,549,1170.5,546.9,75.9794,47.1317
81,3.2000,59,Team B,948,405,999,517,973.5,514.8,73.9279,43.5313
81,3.2000,66,Team A,1177,411,1224,514,1200.5,511.9,77.6569,45.2035
81,3.2000,69,Team B,1403,582,1472,720,1437.5,717.2,74.4178,57.8396
81,3.2000,60,Team B,779,354,828,437,803.5,435.3,73.8429,35.4026
81,3.2000,82,Team B,190,462,241,556,215.5,554.1,60.5662,41.3219
81,3.2000,8,Team B,594,440,652,541,623.0,539.0,67.5483,42.7689
81,3.2000,89,Team A,63,699,106,871,84.5,867.6,55.9653,57.0848
82,3.2400,2,Team A,1293,746,1367,906,1330.0,902.8,69.0964,63.8764
82,3.2400,3,Team B,944,681,1006,834,975.0,830.9,66.3828,59.8543
82,3.2400,6,Team B,1475,715,1553,873,1514.0,869.8,71.6812,63.6550
82,3.2400,7,Team B,964,550,1031,670,997.5,667.6,69.9039,53.1235
82,3.2400,11,Referee,324,386,375,489,349.5,486.9,64.0746,36.7958
82,3.2400,15,Team B,912,420,954,513,933.0,511.1,73.3704,42.9846
82,3.2400,48,Team B,1150,444,1208,548,1179.0,545.9,76.1065,47.1585
82,3.2400,59,Team B,954,406,1003,516,978.5,513.8,74.0170,43.5256
82,3.2400,66,Team A,1183,413,1229,515,1206.0,513.0,77.7998,45.1107
82,3.2400,69,Team B,1412,580,1482,720,1447.0,717.2,74.5303,57.8796
82,3.2400,60,Team B,786,351,837,435,811.5,433.3,74.0066,35.3535
82,3.2400,82,Team B,220,460,272,557,246.0,555.1,60.9420,41.5067
82,3.2400,8,Team B,600,440,657,542,628.5,540.0,67.5660,42.9488
82,3.2400,89,Team A,75,701,120,868,97.5,864.7,56.1011,57.0502
83,3.2800,2,Team A,1298,749,1372,903,1335.0,899.9,69.1623,63.8524
83,3.2800,3,Team B,954,685,1014,834,984.0,831.0,66.4620,59.9316
83,3.2800,6,Team B,1487,713,1567,874,1527.0,870.8,71.7837,63.7586
83,3.2800,7,Team B,966,549,1033,671,999.5,668.6,69.9120,53.1684
83,3.2800,11,Referee,332,388,383,490,357.5,488.0,64.1671,36.9070
83,3.2800,15,Team B,918,417,960,511,939.0,509.1,73.4790,42.9265
83,3.2800,48,Team B,1152,443,1211,547,1181.5,544.9,76.1892,47.1397
83,3.2800,59,Team B,959,407,1005,513,982.0,510.9,74.1330,43.4050
83,3.2800,66,Team A,1189,411,1235,516,1212.0,513.9,77.8799,45.1394
83,3.2800,69,Team B,1419,578,1491,720,1455.0,717.2,74.6280,57.9273
83,3.2800,60,Team B,792,352,845,436,818.5,434.3,74.1077,35.4237
83,3.2800,82,Team B,240,460,293,560,266.5,558.0,61.2370,41.7948
83,3.2800,8,Team B,606,440,663,542,634.5,540.0,67.6123,43.0468
83,3.2800,89,Team A,86,700,133,870,109.5,866.6,56.2096,57.1249
84,3.3200,2,Team A,1303,752,1377,902,1340.0,899.0,69.2207,63.8521
84,3.3200,3,Team B,962,688,1022,838,992.0,835.0,66.4964,60.0805
84,3.3200,6,Team B,1497,709,1578,871,1537.5,867.8,71.9235,63.7850
84,3.3200,7,Team B,970,550,1033,668,1001.5,665.6,69.9594,53.1103
84,3.3200,11,Referee,339,387,392,490,365.5,487.9,64.2657,36.9861
84,3.3200,15,Team B,922,411,966,511,944.0,509.0,73.5586,42.9187
84,3.3200,48,Team B,1154,442,1210,545,1182.0,542.9,76.2565,47.0547
84,3.3200,59,Team B,959,405,1005,511,982.0,508.9,74.2056,43.2648
84,3.3200,66,Team A,1195,412,1240,517,1217.5,514.9,77.9284,45.2171
84,3.3200,69,Team B,1424,578,1496,720,1460.0,717.2,74.6959,57.9693
84,3.3200,60,Team B,796,352,848,436,822.0,434.3,74.1680,35.4657
84,3.3200,82,Team B,261,460,314,561,287.5,559.0,61.5224,42.0390
84,3.3200,8,Team B,608,441,672,557,640.0,554.7,67.4502,43.7455
84,3.3200,89,Team A,95,701,145,871,120.0,867.6,56.3005,57.2182
85,3.3600,2,Team A,1305,753,1382,903,1343.5,900.0,69.2458,63.8915
85,3.3600,3,Team B,970,690,1029,839,999.5,836.0,66.5387,60.1937
85,3.3600,6,Team B,1506,709,1589,872,1547.5,868.7,72.0246,63.8526
85,3.3600,7,Team B,977,553,1040,671,1008.5,668.6,69.9790,53.2075
85,3.3600,11,Referee,344,386,398,490,371.0,487.9,64.3408,37.0415
85,3.3600,15,Team A,927,409,970,510,948.5,508.0,73.6404,42.8872
85,3.3600,48,Team B,1159,440,1215,545,1187.0,542.9,76.3184,47.0398
85,3.3600,59,Team B,965,406,1010,512,987.5,509.9,74.2524,43.2776
85,3.3600,66,Team A,1203,414,1246,514,1224.5,512.0,78.0746,45.1493
85,3.3600,69,Team B,1427,578,1499,719,1463.0,716.2,74.7528,57.9777
85,3.3600,60,Team B,799,354,848,432,823.5,430.4,74.2825,35.2559
85,3.3600,82,Team B,279,461,333,563,306.0,561.0,61.7703,42.2990
85,3.3600,8,Team B,613,445,677,560,645.0,557.7,67.3712,44.1744
85,3.3600,89,Team A,105,702,157,871,131.0,867.6,56.3915,57.2984
85,3.3600,103,Staff/GK,1480,356,1532,439,1506.0,437.3,86.8738,41.1522
86,3.4000,2,Team A,1307,755,1385,902,1346.0,899.1,69.2721,63.9096
86,3.4000,3,Team B,975,693,1036,843,1005.5,840.0,66.5447,60.3505
86,3.4000,6,Team B,1512,708,1596,871,1554.0,867.7,72.1123,63.8906
86,3.4000,7,Team B,983,555,1043,669,1013.0,666.7,70.0374,53.2092
86,3.4000,11,Referee,350,384,406,491,378.0,488.9,64.4094,37.1448
86,3.4000,15,Team A,932,409,974,509,953.0,507.0,73.7223,42.8478
86,3.4000,48,Team B,1163,440,1214,538,1188.5,536.0,76.4962,46.7586
86,3.4000,59,Team B,970,405,1017,515,993.5,512.8,74.2531,43.4412
86,3.4000,66,Team A,1208,414,1252,515,1230.0,513.0,78.1500,45.1878
86,3.4000,69,Team B,1431,578,1504,720,1467.5,717.2,74.7843,58.0273
86,3.4000,60,Team B,801,354,850,432,825.5,430.4,74.3312,35.1787
86,3.4000,82,Team B,299,460,355,563,327.0,560.9,62.0462,42.4878
86,3.4000,8,Team B,616,445,677,556,646.5,553.8,67.3915,44.1887
86,3.4000,89,Team A,111,702,165,870,138.0,866.6,56.4599,57.3403
87,3.4400,2,Team A,1306,755,1386,899,1346.0,896.1,69.3046,63.8764
87,3.4400,3,Team B,980,694,1042,846,1011.0,843.0,66.5428,60.5016
87,3.4400,6,Team B,1518,706,1604,870,1561.0,866.7,72.1985,63.9178
87,3.4400,7,Team B,986,559,1046,672,1016.0,669.7,70.0283,53.3172
87,3.4400,11,Referee,349,383,405,488,377.0,485.9,64.4435,37.0253
87,3.4400,15,Team A,935,411,977,511,956.0,509.0,73.7268,42.9374
87,3.4400,48,Team B,1166,440,1214,538,1190.0,536.0,76.5678,46.6526
87,3.4400,59,Team B,972,405,1016,510,994.0,507.9,74.3465,43.2839
87,3.4400,66,Team A,1212,414,1257,517,1234.5,514.9,78.1630,45.3073
87,3.4400,69,Team B,1434,576,1510,722,1472.0,719.1,74.7900,58.1172
87,3.4400,60,Team B,805,354,853,431,829.0,429.5,74.3944,35.1028
87,3.4400,82,Team B,317,458,376,564,346.5,561.9,62.3096,42.6836
87,3.4400,8,Team B,619,445,678,554,648.5,551.8,67.4285,44.1212
87,3.4400,89,Team A,117,699,173,870,145.0,866.6,56.5158,57.3871
88,3.4800,2,Team A,1301,758,1383,900,1342.0,897.2,69.2704,63.8834
88,3.4800,3,Team B,985,694,1047,847,1016.0,843.9,66.5539,60.6075
88,3.4800,6,Team B,1526,705,1613,869,1569.5,865.7,72.2939,63.9450
88,3.4800,7,Team B,990,562,1052,677,1021.0,674.7,69.9812,53.5319
88,3.4800,11,Referee,350,381,404,482,377.0,480.0,64.5138,36.6592
88,3.4800,15,Team A,940,413,981,511,960.5,509.0,73.7565,42.9938
88,3.4800,48,Team B,1169,442,1219,545,1194.0,542.9,76.4674,46.9105
88,3.4800,59,Team B,972,408,1018,514,995.0,511.9,74.2927,43.4078
88,3.4800,66,Team A,1215,413,1261,518,1238.0,515.9,78.1656,45.4111
88,3.4800,69,Team B,1440,575,1516,722,1478.0,719.1,74.8293,58.1788
88,3.4800,60,Team B,808,353,855,429,831.5,427.5,74.4765,34.9621
88,3.4800,82,Team B,336,461,397,566,366.5,563.9,62.5613,42.9302
88,3.4800,8,Team B,622,444,680,554,651.0,551.8,67.4489,44.1054
88,3.4800,89,Team A,121,695,179,865,150.0,861.6,56.5727,57.3206
89,3.5200,2,Team A,1293,761,1377,900,1335.0,897.2,69.2008,63.8808
89,3.5200,3,Team B,991,693,1053,847,1022.0,843.9,66.5869,60.6773
89,3.5200,6,Team B,1533,704,1622,870,1577.5,866.7,72.3645,64.0070
89,3.5200,7,Team B,994,566,1057,681,1025.5,678.7,69.9288,53.7577
