frame_number,timestamp,detection_id,class_name,confidence,x1,y1,x2,y2,center_x,center_y,bottom_center_x,bottom_center_y
157,6.240,22,person,0.2501,1227,353,1277,449,1252.0,401.0,1252.0,449.0
158,6.280,1,person,0.8717,984,696,1059,824,1021.5,760.0,1021.5,824.0
158,6.280,2,person,0.7695,867,674,949,805,908.0,739.5,908.0,805.0
158,6.280,3,person,0.7632,484,515,536,626,510.0,570.5,510.0,626.0
158,6.280,4,person,0.7586,586,403,668,503,627.0,453.0,627.0,503.0
158,6.280,5,person,0.7556,180,481,264,583,222.0,532.0,222.0,583.0
158,6.280,6,person,0.7506,1426,506,1477,608,1451.5,557.0,1451.5,608.0
158,6.280,7,person,0.7461,1785,693,1845,825,1815.0,759.0,1815.0,825.0
158,6.280,8,person,0.7061,1331,372,1364,456,1347.5,414.0,1347.5,456.0
158,6.280,9,person,0.6566,38,366,79,457,58.5,411.5,58.5,457.0
158,6.280,10,person,0.6102,1384,395,1419,467,1401.5,431.0,1401.5,467.0
158,6.280,11,person,0.5975,548,321,587,414,567.5,367.5,567.5,414.0
158,6.280,12,person,0.5930,1444,359,1487,456,1465.5,407.5,1465.5,456.0
158,6.280,13,person,0.5904,712,370,779,453,745.5,411.5,745.5,453.0
158,6.280,14,person,0.5585,881,310,916,389,898.5,349.5,898.5,389.0
158,6.280,15,person,0.5519,1477,444,1515,547,1496.0,495.5,1496.0,547.0
158,6.280,16,person,0.5492,1383,395,1423,491,1403.0,443.0,1403.0,491.0
158,6.280,17,person,0.5244,270,464,376,572,323.0,518.0,323.0,572.0
158,6.280,18,person,0.5105,713,370,757,452,735.0,411.0,735.0,452.0
158,6.280,19,person,0.4737,1094,473,1130,592,1112.0,532.5,1112.0,592.0
158,6.280,20,person,0.4044,800,298,835,374,817.5,336.0,817.5,374.0
158,6.280,21,person,0.3886,364,302,407,383,385.5,342.5,385.5,383.0
158,6.280,22,person,0.3814,876,312,925,397,900.5,354.5,900.5,397.0
158,6.280,23,person,0.3445,800,297,848,380,824.0,338.5,824.0,380.0
158,6.280,24,person,0.3300,1234,351,1272,445,1253.0,398.0,1253.0,445.0
158,6.280,25,person,0.3254,715,370,748,445,731.5,407.5,731.5,445.0
159,6.320,1,person,0.7817,863,670,945,807,904.0,738.5,904.0,807.0
159,6.320,2,person,0.7801,974,696,1063,821,1018.5,758.5,1018.5,821.0
159,6.320,3,person,0.7621,1430,508,1469,605,1449.5,556.5,1449.5,605.0
159,6.320,4,person,0.7462,182,481,272,579,227.0,530.0,227.0,579.0
159,6.320,5,person,0.7375,1784,694,1849,822,1816.5,758.0,1816.5,822.0
159,6.320,6,person,0.7350,487,515,543,624,515.0,569.5,515.0,624.0
159,6.320,7,person,0.7207,589,403,669,502,629.0,452.5,629.0,502.0
159,6.320,8,person,0.6640,47,366,87,457,67.0,411.5,67.0,457.0
159,6.320,9,person,0.6273,1479,444,1515,553,1497.0,498.5,1497.0,553.0
159,6.320,10,person,0.5922,553,323,592,412,572.5,367.5,572.5,412.0
159,6.320,11,person,0.5917,885,311,918,388,901.5,349.5,901.5,388.0
159,6.320,12,person,0.5855,1388,397,1424,491,1406.0,444.0,1406.0,491.0
159,6.320,13,person,0.5746,1103,470,1136,586,1119.5,528.0,1119.5,586.0
159,6.320,14,person,0.5701,1454,363,1488,453,1471.0,408.0,1471.0,453.0
159,6.320,15,person,0.5512,1338,372,1371,450,1354.5,411.0,1354.5,450.0
159,6.320,16,person,0.5509,714,372,766,460,740.0,416.0,740.0,460.0
159,6.320,17,person,0.5040,716,372,750,459,733.0,415.5,733.0,459.0
159,6.320,18,person,0.4156,800,294,833,364,816.5,329.0,816.5,364.0
159,6.320,19,person,0.4026,372,302,411,379,391.5,340.5,391.5,379.0
159,6.320,20,person,0.3624,273,462,317,573,295.0,517.5,295.0,573.0
159,6.320,21,person,0.3219,591,404,643,499,617.0,451.5,617.0,499.0
159,6.320,22,person,0.2969,711,371,783,463,747.0,417.0,747.0,463.0
159,6.320,23,person,0.2936,1240,351,1277,442,1258.5,396.5,1258.5,442.0
160,6.360,1,person,0.7741,486,514,548,623,517.0,568.5,517.0,623.0
160,6.360,2,person,0.7417,962,693,1063,820,1012.5,756.5,1012.5,820.0
160,6.360,3,person,0.7404,1427,511,1469,605,1448.0,558.0,1448.0,605.0
160,6.360,4,person,0.7381,53,366,100,456,76.5,411.0,76.5,456.0
160,6.360,5,person,0.7248,1345,369,1376,452,1360.5,410.5,1360.5,452.0
160,6.360,6,person,0.7195,1391,399,1431,495,1411.0,447.0,1411.0,495.0
160,6.360,7,person,0.7176,857,670,911,809,884.0,739.5,884.0,809.0
160,6.360,8,person,0.7013,1784,696,1853,827,1818.5,761.5,1818.5,827.0
160,6.360,9,person,0.6816,183,474,278,582,230.5,528.0,230.5,582.0
160,6.360,10,person,0.6728,1113,467,1144,563,1128.5,515.0,1128.5,563.0
160,6.360,11,person,0.6421,597,406,641,502,619.0,454.0,619.0,502.0
160,6.360,12,person,0.6325,855,672,939,811,897.0,741.5,897.0,811.0
160,6.360,13,person,0.6117,598,406,662,502,630.0,454.0,630.0,502.0
160,6.360,14,person,0.6116,886,311,919,393,902.5,352.0,902.5,393.0
160,6.360,15,person,0.6102,1458,361,1493,452,1475.5,406.5,1475.5,452.0
160,6.360,16,person,0.5916,274,464,327,572,300.5,518.0,300.5,572.0
160,6.360,17,person,0.5228,719,373,776,460,747.5,416.5,747.5,460.0
160,6.360,18,person,0.5179,1481,448,1520,554,1500.5,501.0,1500.5,554.0
160,6.360,19,person,0.4897,382,302,426,378,404.0,340.0,404.0,378.0
160,6.360,20,person,0.4668,805,296,834,356,819.5,326.0,819.5,356.0
160,6.360,21,person,0.4660,183,473,250,583,216.5,528.0,216.5,583.0
160,6.360,22,person,0.4636,560,326,599,411,579.5,368.5,579.5,411.0
160,6.360,23,person,0.4345,720,372,756,455,738.0,413.5,738.0,455.0
160,6.360,24,person,0.3546,1243,351,1279,442,1261.0,396.5,1261.0,442.0
160,6.360,25,person,0.2831,796,296,835,375,815.5,335.5,815.5,375.0
161,6.400,1,person,0.8305,487,513,557,621,522.0,567.0,522.0,621.0
161,6.400,2,person,0.7998,1117,466,1152,564,1134.5,515.0,1134.5,564.0
161,6.400,3,person,0.7521,1421,512,1472,603,1446.5,557.5,1446.5,603.0
161,6.400,4,person,0.7485,182,471,243,583,212.5,527.0,212.5,583.0
161,6.400,5,person,0.7409,856,673,911,813,883.5,743.0,883.5,813.0
161,6.400,6,person,0.7382,1783,694,1854,836,1818.5,765.0,1818.5,836.0
161,6.400,7,person,0.7156,604,404,642,502,623.0,453.0,623.0,502.0
161,6.400,8,person,0.6978,1387,396,1439,496,1413.0,446.0,1413.0,496.0
161,6.400,9,person,0.6479,275,463,341,572,308.0,517.5,308.0,572.0
161,6.400,10,person,0.6422,61,366,113,452,87.0,409.0,87.0,452.0
161,6.400,11,person,0.6169,889,312,920,394,904.5,353.0,904.5,394.0
161,6.400,12,person,0.5635,1350,370,1381,454,1365.5,412.0,1365.5,454.0
161,6.400,13,person,0.5535,959,695,1039,831,999.0,763.0,999.0,831.0
161,6.400,14,person,0.5303,1485,456,1521,553,1503.0,504.5,1503.0,553.0
161,6.400,15,person,0.5244,722,371,772,467,747.0,419.0,747.0,467.0
161,6.400,16,person,0.5154,565,328,598,410,581.5,369.0,581.5,410.0
161,6.400,17,person,0.5021,1251,350,1281,440,1266.0,395.0,1266.0,440.0
161,6.400,18,person,0.4779,962,695,1024,817,993.0,756.0,993.0,817.0
161,6.400,19,person,0.4635,1389,395,1429,473,1409.0,434.0,1409.0,473.0
161,6.400,20,person,0.3879,806,298,833,356,819.5,327.0,819.5,356.0
161,6.400,21,person,0.3489,387,300,435,375,411.0,337.5,411.0,375.0
161,6.400,22,person,0.3486,1460,363,1505,460,1482.5,411.5,1482.5,460.0
161,6.400,23,person,0.3295,1458,365,1513,513,1485.5,439.0,1485.5,513.0
161,6.400,24,person,0.2873,723,372,750,441,736.5,406.5,736.5,441.0
162,6.440,1,person,0.8520,494,516,564,620,529.0,568.0,529.0,620.0
162,6.440,2,person,0.8313,848,676,897,812,872.5,744.0,872.5,812.0
162,6.440,3,person,0.8106,1408,514,1475,605,1441.5,559.5,1441.5,605.0
162,6.440,4,person,0.7523,1783,697,1854,840,1818.5,768.5,1818.5,840.0
162,6.440,5,person,0.7519,1124,461,1159,563,1141.5,512.0,1141.5,563.0
162,6.440,6,person,0.7227,1356,371,1387,457,1371.5,414.0,1371.5,457.0
162,6.440,7,person,0.7220,607,402,648,502,627.5,452.0,627.5,502.0
162,6.440,8,person,0.6909,1391,398,1431,475,1411.0,436.5,1411.0,475.0
162,6.440,9,person,0.6662,1390,399,1441,495,1415.5,447.0,1415.5,495.0
162,6.440,10,person,0.6423,60,364,127,453,93.5,408.5,93.5,453.0
162,6.440,11,person,0.5971,187,472,240,581,213.5,526.5,213.5,581.0
162,6.440,12,person,0.5723,958,698,1036,836,997.0,767.0,997.0,836.0
162,6.440,13,person,0.5596,958,700,1011,836,984.5,768.0,984.5,836.0
162,6.440,14,person,0.5589,722,370,766,456,744.0,413.0,744.0,456.0
162,6.440,15,person,0.5435,1486,450,1527,554,1506.5,502.0,1506.5,554.0
162,6.440,16,person,0.5190,890,311,925,389,907.5,350.0,907.5,389.0
162,6.440,17,person,0.5028,273,461,341,558,307.0,509.5,307.0,558.0
162,6.440,18,person,0.3948,1253,355,1287,446,1270.0,400.5,1270.0,446.0
162,6.440,19,person,0.3766,393,300,436,373,414.5,336.5,414.5,373.0
162,6.440,20,person,0.3620,566,326,603,399,584.5,362.5,584.5,399.0
162,6.440,21,person,0.3311,806,300,833,366,819.5,333.0,819.5,366.0
162,6.440,22,person,0.3218,724,370,756,450,740.0,410.0,740.0,450.0
162,6.440,23,person,0.2862,1463,364,1509,480,1486.0,422.0,1486.0,480.0
162,6.440,24,person,0.2816,279,463,320,522,299.5,492.5,299.5,522.0
162,6.440,25,person,0.2805,1475,448,1522,552,1498.5,500.0,1498.5,552.0
162,6.440,26,person,0.2539,1463,365,1518,526,1490.5,445.5,1490.5,526.0
163,6.480,1,person,0.8549,1399,513,1473,606,1436.0,559.5,1436.0,606.0
163,6.480,2,person,0.8063,1780,698,1853,845,1816.5,771.5,1816.5,845.0
163,6.480,3,person,0.7901,500,515,573,621,536.5,568.0,536.5,621.0
163,6.480,4,person,0.7863,835,680,903,809,869.0,744.5,869.0,809.0
163,6.480,5,person,0.7308,72,361,130,449,101.0,405.0,101.0,449.0
163,6.480,6,person,0.7035,191,475,249,578,220.0,526.5,220.0,578.0
163,6.480,7,person,0.7031,607,399,650,502,628.5,450.5,628.5,502.0
163,6.480,8,person,0.7018,1360,371,1392,457,1376.0,414.0,1376.0,457.0
163,6.480,9,person,0.6303,1127,460,1169,564,1148.0,512.0,1148.0,564.0
163,6.480,10,person,0.6286,945,700,1014,834,979.5,767.0,979.5,834.0
163,6.480,11,person,0.6265,887,307,935,390,911.0,348.5,911.0,390.0
163,6.480,12,person,0.6187,1394,395,1431,479,1412.5,437.0,1412.5,479.0
163,6.480,13,person,0.6105,724,368,777,471,750.5,419.5,750.5,471.0
163,6.480,14,person,0.5647,1390,396,1439,492,1414.5,444.0,1414.5,492.0
163,6.480,15,person,0.5249,271,462,356,565,313.5,513.5,313.5,565.0
163,6.480,16,person,0.4561,1255,348,1296,444,1275.5,396.0,1275.5,444.0
163,6.480,17,person,0.4347,1469,363,1515,507,1492.0,435.0,1492.0,507.0
163,6.480,18,person,0.4264,1483,441,1532,553,1507.5,497.0,1507.5,553.0
163,6.480,19,person,0.4256,568,328,608,408,588.0,368.0,588.0,408.0
163,6.480,20,person,0.3315,888,307,923,387,905.5,347.0,905.5,387.0
163,6.480,21,person,0.3191,808,300,833,359,820.5,329.5,820.5,359.0
163,6.480,22,person,0.3064,1469,363,1525,547,1497.0,455.0,1497.0,547.0
163,6.480,23,person,0.2844,396,298,453,374,424.5,336.0,424.5,374.0
163,6.480,24,person,0.2830,808,299,842,372,825.0,335.5,825.0,372.0
163,6.480,25,person,0.2792,725,368,760,456,742.5,412.0,742.5,456.0
164,6.520,1,person,0.8863,506,517,588,617,547.0,567.0,547.0,617.0
164,6.520,2,person,0.8562,825,680,908,803,866.5,741.5,866.5,803.0
164,6.520,3,person,0.8362,192,469,256,572,224.0,520.5,224.0,572.0
164,6.520,4,person,0.8092,1397,518,1468,610,1432.5,564.0,1432.5,610.0
164,6.520,5,person,0.8089,937,698,1002,830,969.5,764.0,969.5,830.0
164,6.520,6,person,0.7846,1782,703,1839,843,1810.5,773.0,1810.5,843.0
164,6.520,7,person,0.7738,606,396,655,500,630.5,448.0,630.5,500.0
164,6.520,8,person,0.7423,1129,454,1174,560,1151.5,507.0,1151.5,560.0
164,6.520,9,person,0.6550,723,365,782,466,752.5,415.5,752.5,466.0
164,6.520,10,person,0.6107,269,459,361,562,315.0,510.5,315.0,562.0
164,6.520,11,person,0.6012,81,362,128,450,104.5,406.0,104.5,450.0
164,6.520,12,person,0.5814,568,324,611,409,589.5,366.5,589.5,409.0
164,6.520,13,person,0.5131,1470,361,1535,546,1502.5,453.5,1502.5,546.0
164,6.520,14,person,0.4771,1364,374,1398,458,1381.0,416.0,1381.0,458.0
164,6.520,15,person,0.4645,809,297,843,373,826.0,335.0,826.0,373.0
164,6.520,16,person,0.4573,886,306,929,390,907.5,348.0,907.5,390.0
164,6.520,17,person,0.4276,1392,399,1447,495,1419.5,447.0,1419.5,495.0
164,6.520,18,person,0.4028,402,298,446,372,424.0,335.0,424.0,372.0
164,6.520,19,person,0.3850,1482,443,1536,550,1509.0,496.5,1509.0,550.0
164,6.520,20,person,0.3528,1469,361,1513,521,1491.0,441.0,1491.0,521.0
164,6.520,21,person,0.3526,1255,348,1302,443,1278.5,395.5,1278.5,443.0
164,6.520,22,person,0.3309,889,304,919,379,904.0,341.5,904.0,379.0
164,6.520,23,person,0.2753,1261,348,1291,432,1276.0,390.0,1276.0,432.0
165,6.560,1,person,0.8407,810,678,905,798,857.5,738.0,857.5,798.0
165,6.560,2,person,0.8193,924,697,1003,824,963.5,760.5,963.5,824.0
165,6.560,3,person,0.7932,511,517,598,616,554.5,566.5,554.5,616.0
165,6.560,4,person,0.7633,1131,453,1179,560,1155.0,506.5,1155.0,560.0
165,6.560,5,person,0.7529,602,395,659,498,630.5,446.5,630.5,498.0
165,6.560,6,person,0.7278,192,467,266,571,229.0,519.0,229.0,571.0
165,6.560,7,person,0.7271,1401,515,1459,609,1430.0,562.0,1430.0,609.0
165,6.560,8,person,0.7058,1786,707,1832,840,1809.0,773.5,1809.0,840.0
165,6.560,9,person,0.6868,91,363,129,450,110.0,406.5,110.0,450.0
165,6.560,10,person,0.6862,1482,441,1543,548,1512.5,494.5,1512.5,548.0
165,6.560,11,person,0.6347,1368,375,1399,456,1383.5,415.5,1383.5,456.0
165,6.560,12,person,0.5618,719,363,784,461,751.5,412.0,751.5,461.0
165,6.560,13,person,0.4904,566,323,616,410,591.0,366.5,591.0,410.0
165,6.560,14,person,0.4854,884,303,918,385,901.0,344.0,901.0,385.0
165,6.560,15,person,0.4619,804,296,839,372,821.5,334.0,821.5,372.0
165,6.560,16,person,0.4550,267,458,366,553,316.5,505.5,316.5,553.0
165,6.560,17,person,0.4334,408,300,457,368,432.5,334.0,432.5,368.0
165,6.560,18,person,0.4270,1469,360,1510,453,1489.5,406.5,1489.5,453.0
165,6.560,19,person,0.4232,406,300,439,366,422.5,333.0,422.5,366.0
165,6.560,20,person,0.3629,568,323,604,405,586.0,364.0,586.0,405.0
165,6.560,21,person,0.3373,1396,392,1439,491,1417.5,441.5,1417.5,491.0
165,6.560,22,person,0.3302,1262,349,1302,439,1282.0,394.0,1282.0,439.0
165,6.560,23,person,0.3191,1474,391,1540,544,1507.0,467.5,1507.0,544.0
165,6.560,24,person,0.3022,723,363,762,451,742.5,407.0,742.5,451.0
165,6.560,25,person,0.2728,1263,348,1292,432,1277.5,390.0,1277.5,432.0
165,6.560,26,person,0.2692,1399,397,1431,478,1415.0,437.5,1415.0,478.0
165,6.560,27,person,0.2606,267,460,328,557,297.5,508.5,297.5,557.0
166,6.600,1,person,0.7955,799,676,899,806,849.0,741.0,849.0,806.0
166,6.600,2,person,0.7851,916,698,998,825,957.0,761.5,957.0,825.0
166,6.600,3,person,0.7757,513,516,593,613,553.0,564.5,553.0,613.0
166,6.600,4,person,0.7195,1406,514,1449,604,1427.5,559.0,1427.5,604.0
166,6.600,5,person,0.7157,597,396,663,496,630.0,446.0,630.0,496.0
166,6.600,6,person,0.7033,1776,703,1828,836,1802.0,769.5,1802.0,836.0
166,6.600,7,person,0.6783,93,359,132,447,112.5,403.0,112.5,447.0
166,6.600,8,person,0.6780,1124,453,1185,558,1154.5,505.5,1154.5,558.0
166,6.600,9,person,0.6692,189,465,276,570,232.5,517.5,232.5,570.0
166,6.600,10,person,0.6393,1472,430,1543,545,1507.5,487.5,1507.5,545.0
166,6.600,11,person,0.5501,720,360,786,455,753.0,407.5,753.0,455.0
166,6.600,12,person,0.5464,883,304,917,384,900.0,344.0,900.0,384.0
166,6.600,13,person,0.5362,1372,376,1400,452,1386.0,414.0,1386.0,452.0
166,6.600,14,person,0.5298,568,320,604,410,586.0,365.0,586.0,410.0
166,6.600,15,person,0.4769,408,297,455,370,431.5,333.5,431.5,370.0
166,6.600,16,person,0.4076,1402,395,1434,489,1418.0,442.0,1418.0,489.0
166,6.600,17,person,0.4017,801,294,842,372,821.5,333.0,821.5,372.0
166,6.600,18,person,0.3725,262,457,309,564,285.5,510.5,285.5,564.0
166,6.600,19,person,0.3394,191,466,227,561,209.0,513.5,209.0,561.0
166,6.600,20,person,0.3375,1264,349,1294,432,1279.0,390.5,1279.0,432.0
166,6.600,21,person,0.3291,266,458,313,538,289.5,498.0,289.5,538.0
166,6.600,22,person,0.2782,1468,361,1512,459,1490.0,410.0,1490.0,459.0
166,6.600,23,person,0.2733,265,456,360,551,312.5,503.5,312.5,551.0
167,6.640,1,person,0.8052,1403,513,1447,602,1425.0,557.5,1425.0,602.0
167,6.640,2,person,0.8027,1769,701,1835,837,1802.0,769.0,1802.0,837.0
167,6.640,3,person,0.7943,516,513,589,612,552.5,562.5,552.5,612.0
167,6.640,4,person,0.7498,184,466,270,570,227.0,518.0,227.0,570.0
167,6.640,5,person,0.7135,800,678,882,810,841.0,744.0,841.0,810.0
167,6.640,6,person,0.6907,1136,451,1190,555,1163.0,503.0,1163.0,555.0
167,6.640,7,person,0.6802,589,399,661,493,625.0,446.0,625.0,493.0
167,6.640,8,person,0.6801,904,704,994,836,949.0,770.0,949.0,836.0
167,6.640,9,person,0.6590,885,306,916,386,900.5,346.0,900.5,386.0
167,6.640,10,person,0.6514,799,678,857,811,828.0,744.5,828.0,811.0
167,6.640,11,person,0.6389,96,361,134,443,115.0,402.0,115.0,443.0
167,6.640,12,person,0.5479,1266,350,1294,436,1280.0,393.0,1280.0,436.0
167,6.640,13,person,0.5010,1475,435,1531,541,1503.0,488.0,1503.0,541.0
167,6.640,14,person,0.4944,258,456,310,564,284.0,510.0,284.0,564.0
167,6.640,15,person,0.4781,1397,386,1430,482,1413.5,434.0,1413.5,482.0
167,6.640,16,person,0.4627,722,360,763,448,742.5,404.0,742.5,448.0
167,6.640,17,person,0.4152,1373,378,1402,450,1387.5,414.0,1387.5,450.0
167,6.640,18,person,0.3955,410,295,453,365,431.5,330.0,431.5,365.0
167,6.640,19,person,0.3581,1469,362,1512,451,1490.5,406.5,1490.5,451.0
167,6.640,20,person,0.3577,571,326,605,415,588.0,370.5,588.0,415.0
167,6.640,21,person,0.3453,726,361,754,439,740.0,400.0,740.0,439.0
167,6.640,22,person,0.3385,796,291,833,368,814.5,329.5,814.5,368.0
167,6.640,23,person,0.3358,184,465,237,561,210.5,513.0,210.5,561.0
167,6.640,24,person,0.3203,573,326,605,392,589.0,359.0,589.0,392.0
167,6.640,25,person,0.2851,591,399,642,489,616.5,444.0,616.5,489.0
168,6.680,1,person,0.8475,1760,697,1836,834,1798.0,765.5,1798.0,834.0
168,6.680,2,person,0.8318,891,702,978,842,934.5,772.0,934.5,842.0
168,6.680,3,person,0.7965,1400,513,1441,602,1420.5,557.5,1420.5,602.0
168,6.680,4,person,0.7953,518,513,586,613,552.0,563.0,552.0,613.0
168,6.680,5,person,0.7351,98,357,141,442,119.5,399.5,119.5,442.0
168,6.680,6,person,0.7340,792,682,844,801,818.0,741.5,818.0,801.0
168,6.680,7,person,0.7077,1135,448,1197,553,1166.0,500.5,1166.0,553.0
168,6.680,8,person,0.6996,178,467,241,572,209.5,519.5,209.5,572.0
168,6.680,9,person,0.6883,882,306,917,386,899.5,346.0,899.5,386.0
168,6.680,10,person,0.6681,262,456,315,558,288.5,507.0,288.5,558.0
168,6.680,11,person,0.6171,586,398,646,495,616.0,446.5,616.0,495.0
168,6.680,12,person,0.5989,722,360,782,450,752.0,405.0,752.0,450.0
168,6.680,13,person,0.5853,1377,375,1434,487,1405.5,431.0,1405.5,487.0
168,6.680,14,person,0.5442,1269,349,1299,436,1284.0,392.5,1284.0,436.0
168,6.680,15,person,0.5319,1475,439,1537,542,1506.0,490.5,1506.0,542.0
168,6.680,16,person,0.5147,1472,359,1512,459,1492.0,409.0,1492.0,459.0
168,6.680,17,person,0.5032,787,290,838,366,812.5,328.0,812.5,366.0
168,6.680,18,person,0.3913,572,325,609,412,590.5,368.5,590.5,412.0
168,6.680,19,person,0.3416,412,291,460,365,436.0,328.0,436.0,365.0
168,6.680,20,person,0.2943,1374,377,1412,453,1393.0,415.0,1393.0,453.0
168,6.680,21,person,0.2782,725,360,755,446,740.0,403.0,740.0,446.0
168,6.680,22,person,0.2653,412,292,448,360,430.0,326.0,430.0,360.0
168,6.680,23,person,0.2514,594,401,637,489,615.5,445.0,615.5,489.0
169,6.720,1,person,0.8572,1743,696,1839,845,1791.0,770.5,1791.0,845.0
169,6.720,2,person,0.8106,1387,513,1440,603,1413.5,558.0,1413.5,603.0
169,6.720,3,person,0.7575,169,467,232,571,200.5,519.0,200.5,571.0
169,6.720,4,person,0.7538,885,706,940,847,912.5,776.5,912.5,847.0
169,6.720,5,person,0.7370,1141,447,1202,552,1171.5,499.5,1171.5,552.0
169,6.720,6,person,0.7287,777,679,837,795,807.0,737.0,807.0,795.0
169,6.720,7,person,0.7280,1376,375,1440,488,1408.0,431.5,1408.0,488.0
169,6.720,8,person,0.7003,881,306,916,390,898.5,348.0,898.5,390.0
169,6.720,9,person,0.6937,101,355,150,439,125.5,397.0,125.5,439.0
169,6.720,10,person,0.6797,523,513,575,607,549.0,560.0,549.0,607.0
169,6.720,11,person,0.6310,257,453,320,556,288.5,504.5,288.5,556.0
169,6.720,12,person,0.5589,597,401,648,494,622.5,447.5,622.5,494.0
169,6.720,13,person,0.5502,1473,359,1510,466,1491.5,412.5,1491.5,466.0
169,6.720,14,person,0.5435,1269,348,1298,434,1283.5,391.0,1283.5,434.0
169,6.720,15,person,0.5060,724,358,774,447,749.0,402.5,749.0,447.0
169,6.720,16,person,0.4754,724,359,759,443,741.5,401.0,741.5,443.0
169,6.720,17,person,0.3616,790,288,846,358,818.0,323.0,818.0,358.0
169,6.720,18,person,0.3408,417,293,454,360,435.5,326.5,435.5,360.0
169,6.720,19,person,0.3368,794,289,829,351,811.5,320.0,811.5,351.0
169,6.720,20,person,0.3206,1475,440,1530,543,1502.5,491.5,1502.5,543.0
169,6.720,21,person,0.2928,573,326,611,403,592.0,364.5,592.0,403.0
169,6.720,22,person,0.2792,416,291,472,365,444.0,328.0,444.0,365.0
169,6.720,23,person,0.2624,572,326,619,456,595.5,391.0,595.5,456.0
170,6.760,1,person,0.7900,1741,700,1834,849,1787.5,774.5,1787.5,849.0
170,6.760,2,person,0.7844,767,676,839,803,803.0,739.5,803.0,803.0
170,6.760,3,person,0.7582,1145,446,1204,551,1174.5,498.5,1174.5,551.0
170,6.760,4,person,0.7576,1379,512,1439,605,1409.0,558.5,1409.0,605.0
170,6.760,5,person,0.7349,165,466,232,569,198.5,517.5,198.5,569.0
170,6.760,6,person,0.7190,878,706,928,841,903.0,773.5,903.0,841.0
170,6.760,7,person,0.6701,108,353,151,437,129.5,395.0,129.5,437.0
170,6.760,8,person,0.6573,1376,373,1437,485,1406.5,429.0,1406.5,485.0
170,6.760,9,person,0.6181,527,509,576,603,551.5,556.0,551.5,603.0
170,6.760,10,person,0.6145,878,304,918,388,898.0,346.0,898.0,388.0
170,6.760,11,person,0.5125,602,395,634,492,618.0,443.5,618.0,492.0
170,6.760,12,person,0.5040,573,322,612,387,592.5,354.5,592.5,387.0
170,6.760,13,person,0.4719,255,451,288,519,271.5,485.0,271.5,519.0
170,6.760,14,person,0.4704,724,358,766,448,745.0,403.0,745.0,448.0
170,6.760,15,person,0.4681,1269,349,1300,435,1284.5,392.0,1284.5,435.0
170,6.760,16,person,0.4620,1474,358,1510,471,1492.0,414.5,1492.0,471.0
170,6.760,17,person,0.4256,725,360,755,437,740.0,398.5,740.0,437.0
170,6.760,18,person,0.3602,421,292,451,358,436.0,325.0,436.0,358.0
170,6.760,19,person,0.3312,795,289,823,354,809.0,321.5,809.0,354.0
170,6.760,20,person,0.2889,1479,429,1519,539,1499.0,484.0,1499.0,539.0
171,6.800,1,person,0.8352,753,675,835,800,794.0,737.5,794.0,800.0
171,6.800,2,person,0.7600,874,300,919,381,896.5,340.5,896.5,381.0
171,6.800,3,person,0.7518,1151,444,1202,543,1176.5,493.5,1176.5,543.0
171,6.800,4,person,0.7295,1381,513,1437,610,1409.0,561.5,1409.0,610.0
171,6.800,5,person,0.7140,865,702,923,836,894.0,769.0,894.0,836.0
171,6.800,6,person,0.6965,113,351,148,436,130.5,393.5,130.5,436.0
171,6.800,7,person,0.6950,162,465,238,561,200.0,513.0,200.0,561.0
171,6.800,8,person,0.6552,1746,702,1799,848,1772.5,775.0,1772.5,848.0
171,6.800,9,person,0.6455,528,506,582,599,555.0,552.5,555.0,599.0
171,6.800,10,person,0.6451,1377,369,1440,484,1408.5,426.5,1408.5,484.0
171,6.800,11,person,0.6054,1746,704,1823,848,1784.5,776.0,1784.5,848.0
171,6.800,12,person,0.5550,600,394,635,492,617.5,443.0,617.5,492.0
171,6.800,13,person,0.5153,1269,345,1305,434,1287.0,389.5,1287.0,434.0
171,6.800,14,person,0.4765,721,353,759,443,740.0,398.0,740.0,443.0
171,6.800,15,person,0.4705,1474,359,1507,478,1490.5,418.5,1490.5,478.0
171,6.800,16,person,0.4665,793,287,827,360,810.0,323.5,810.0,360.0
171,6.800,17,person,0.4382,247,447,287,513,267.0,480.0,267.0,513.0
171,6.800,18,person,0.3536,423,290,449,357,436.0,323.5,436.0,357.0
171,6.800,19,person,0.3304,1380,369,1425,472,1402.5,420.5,1402.5,472.0
171,6.800,20,person,0.3250,1480,441,1516,539,1498.0,490.0,1498.0,539.0
171,6.800,21,person,0.2898,1745,700,1779,847,1762.0,773.5,1762.0,847.0
172,6.840,1,person,0.8530,738,670,820,801,779.0,735.5,779.0,801.0
172,6.840,2,person,0.7528,530,505,585,604,557.5,554.5,557.5,604.0
172,6.840,3,person,0.7319,1384,513,1433,607,1408.5,560.0,1408.5,607.0
172,6.840,4,person,0.7314,849,695,928,827,888.5,761.0,888.5,827.0
172,6.840,5,person,0.7130,871,298,918,382,894.5,340.0,894.5,382.0
172,6.840,6,person,0.7098,1155,442,1201,539,1178.0,490.5,1178.0,539.0
172,6.840,7,person,0.6986,165,457,248,565,206.5,511.0,206.5,565.0
172,6.840,8,person,0.6915,120,352,152,435,136.0,393.5,136.0,435.0
172,6.840,9,person,0.6894,1742,703,1788,844,1765.0,773.5,1765.0,844.0
